Name,Platform,Genre,Global_Sales,game_key,Name_meta,Genre_meta,Score_pro,Score_user,Publisher,Developer,N_pro,N_user,day,year,month,release_date,quarter,Franchise_wikipedia,compound,multiplayer,singleplayer
AC/DC LIVE: Rock Band Track Pack,X360,Misc,0.23,ac-dc-live-rock-band-track-pack,AC/DC Live: Rock Band Track Pack,"Action, Miscellaneous, Rhythm, Music, Music",6.3,5.1,mtv games,Harmonix Music Systems,16,1,2,2008,11,2008-11-02,4.0,Rock Band,0.23085208333333332,0.0,1.0
Dreamcast Collection,X360,Misc,0.24,dreamcast-collection,Dreamcast Collection,"Miscellaneous, Compilation, Compilation",5.3,5.4,sega,Sega,31,14,22,2011,2,2011-02-22,1.0,Dreamcast Collection,0.3736387096774194,1.0,1.0
Just Dance 2017,PS4,Misc,0.24,just-dance-2017,Just Dance 2017,"Action, Rhythm, Dancing",7.3,6.8,ubisoft,Ubisoft Paris,12,12,25,2016,10,2016-10-25,4.0,Just Dance,0.32227500000000003,0.0,1.0
Just Dance 2017,XOne,Music,0.34,just-dance-2017,Just Dance 2017,"Action, Rhythm, Dancing",7.3,6.6,ubisoft,Ubisoft Paris,7,11,25,2016,10,2016-10-25,4.0,Just Dance,0.4977285714285714,0.0,1.0
Just Dance 2017,NS,Music,0.29,just-dance-2017,Just Dance 2017,"Action, Rhythm, Dancing",7.2,5.3,ubisoft,Ubisoft Paris,19,9,3,2017,3,2017-03-03,1.0,Just Dance,0.22079473684210532,0.0,1.0
Super Monkey Ball Deluxe,PS2,Misc,0.24,super-monkey-ball-deluxe,Super Monkey Ball Deluxe,"Miscellaneous, Party",7.8,7.7,sega,Sega,25,19,15,2005,3,2005-03-15,1.0,Super Monkey Ball,0.36288400000000004,1.0,1.0
Super Monkey Ball Deluxe,XB,Misc,0.15,super-monkey-ball-deluxe,Super Monkey Ball Deluxe,"Miscellaneous, Party",8.1,7.8,sega,Sega,25,14,15,2005,3,2005-03-15,1.0,Super Monkey Ball,0.45748399999999995,1.0,1.0
Midway Arcade Treasures: Extended Play,PSP,Misc,0.24,midway-arcade-treasures-extended-play,Midway Arcade Treasures: Extended Play,"Miscellaneous, Compilation, Compilation",6.3,7.8,midway,Digital Eclipse,24,9,13,2005,12,2005-12-13,4.0,Midway,0.12189583333333336,1.0,1.0
Karaoke Revolution Volume 2,PS2,Misc,0.23,karaoke-revolution-volume-2,Karaoke Revolution Volume 2,"Miscellaneous, Rhythm, Music",7.6,7.0,konami,Harmonix Music Systems,26,4,13,2004,7,2004-07-13,3.0,Karaoke Revolution Volume 2,0.4842038461538461,0.0,1.0
Viva Pinata: Party Animals,X360,Misc,0.23,viva-pinata-party-animals,Viva Pinata: Party Animals,"Simulation, Miscellaneous, Virtual Life, Virtual, Party / Minigame, Virtual Life",5.6,6.4,microsoft game studios,Krome Studios,42,26,30,2007,10,2007-10-30,4.0,Viva Piñata,0.1590095238095238,1.0,1.0
Carnival Island,PS3,Misc,0.23,carnival-island,Carnival Island,"Miscellaneous, Party, Party, Party / Minigame",6.6,5.2,scea,Magic Pixel Games,25,5,15,2011,11,2011-11-15,4.0,Carnival Island,0.303452,1.0,1.0
Pinball Hall of Fame: The Gottlieb Collection,PSP,Misc,0.23,pinball-hall-of-fame-the-gottlieb-collection,Pinball Hall of Fame: The Gottlieb Collection,"Action, Miscellaneous, Parlor, Pinball, Pinball",7.3,8.0,crave,Farsight Studios,27,15,6,2005,12,2005-12-06,4.0,Pinball Hall of Fame,0.5156925925925927,1.0,1.0
Pinball Hall of Fame: The Gottlieb Collection,XB,Misc,0.08,pinball-hall-of-fame-the-gottlieb-collection,Pinball Hall of Fame - The Gottlieb Collection,"Miscellaneous, Parlor, Pinball",7.0,7.0,crave,Farsight Studios,12,0,18,2004,11,2004-11-18,4.0,Pinball Hall of Fame,0.14764166666666667,1.0,1.0
Duel Masters: Kaijudo Showdown,GBA,Misc,0.22,duel-masters-kaijudo-showdown,Duel Masters: Kaijudo Showdown,"Miscellaneous, Board Games",6.6,6.6,atari,Mistic Software,10,0,16,2004,11,2004-11-16,4.0,Duel Masters,0.41578,0.0,1.0
Evolve,PC,Misc,0.22,evolve,Evolve,"Action, Shooter, First-Person, Sci-Fi, Arcade",7.7,4.3,2k games,Turtle Rock Studios,39,971,9,2015,2,2015-02-09,1.0,Evolve,0.5400461538461538,0.0,1.0
Evolve,PS4,Shooter,1.01,evolve,Evolve,"Sci-Fi, Action, Shooter, First-Person, Arcade",7.6,4.3,2k games,Turtle Rock Studios,46,933,10,2015,2,2015-02-10,1.0,Evolve,0.23438478260869564,0.0,1.0
Evolve,XOne,Shooter,0.67,evolve,Evolve,"Action, Shooter, First-Person, Sci-Fi, Arcade",7.4,5.1,2k games,Turtle Rock Studios,31,353,10,2015,2,2015-02-10,1.0,Evolve,0.6240096774193549,0.0,1.0
Hitman: HD Trilogy,PS3,Misc,0.21,hitman-hd-trilogy,Hitman HD Trilogy,"Action Adventure, Modern, Miscellaneous, Compilation, Compilation",7.1,7.6,square enix,Io Interactive,20,60,29,2013,1,2013-01-29,1.0,Hitman,0.6317800000000001,0.0,1.0
Hitman: HD Trilogy,X360,Misc,0.17,hitman-hd-trilogy,Hitman HD Trilogy,"Action Adventure, Modern, Miscellaneous, Compilation, Compilation",6.9,7.4,square enix,Io Interactive,14,50,29,2013,1,2013-01-29,1.0,Hitman,0.4373857142857143,0.0,1.0
Disney Art Academy,3DS,Misc,0.2,disney-art-academy,Disney Art Academy,"Miscellaneous, Edutainment, Application",7.2,7.1,nintendo,Headstrong Games,16,7,13,2016,5,2016-05-13,2.0,Art Academy,0.35608125,0.0,1.0
DanceMasters,X360,Misc,0.2,dancemasters,DanceMasters,"Action, Miscellaneous, Rhythm, Dancing, Dancing",6.3,6.4,konami,GCP1,30,8,4,2010,11,2010-11-04,4.0,DanceMasters,0.09753333333333333,1.0,1.0
Body and Brain Connection,X360,Misc,0.2,body-and-brain-connection,Body and Brain Connection,"Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic",5.7,4.8,amc games,Namco Bandai Games,33,4,8,2011,2,2011-02-08,1.0,Body and Brain Connection,0.26226363636363637,1.0,1.0
Taiko Drum Master,PS2,Misc,0.2,taiko-drum-master,Taiko Drum Master,"Miscellaneous, Rhythm, Music",7.7,8.1,amc games,Namco,35,8,26,2004,10,2004-10-26,4.0,Taiko Drum Master,0.35762857142857146,0.0,1.0
MC Groovz Dance Craze,GC,Misc,0.2,mc-groovz-dance-craze,MC Groovz Dance Craze,"Miscellaneous, Rhythm, Dancing",4.2,6.8,mad catz,Mad Catz,8,9,22,2004,11,2004-11-22,4.0,MC Groovz Dance Craze,-0.2708125,1.0,1.0
Dead or Alive Paradise,PSP,Misc,0.2,dead-or-alive-paradise,Dead or Alive Paradise,"Action, Miscellaneous, General, General, Party / Minigame",3.8,5.9,tecmo,Team Ninja,34,42,30,2010,3,2010-03-30,1.0,Dead or Alive,-0.08546764705882352,0.0,1.0
101-in-1 Explosive Megamix,DS,Misc,0.19,101-in-1-explosive-megamix,101-in-1 Explosive Megamix,"Miscellaneous, Puzzle, Action, Puzzle, Party / Minigame, Action",4.6,4.6,atlus,Nordcurrent,13,0,21,2009,4,2009-04-21,2.0,101-in-1 Explosive Megamix,-0.09403846153846154,1.0,1.0
SpongeBob SquigglePants 3D,3DS,Misc,0.19,spongebob-squigglepants-3d,SpongeBob Squigglepants 3D,"Miscellaneous, General, General",6.4,6.5,thq,WayForward,8,14,17,2011,5,2011-05-17,2.0,SpongeBob SquigglePants 3D,0.482425,0.0,1.0
Trivial Pursuit unhinged,PS2,Misc,0.19,trivial-pursuit-unhinged,Trivial Pursuit Unhinged,"Miscellaneous, Trivia / Game Show",5.1,5.1,atari,Artech Studios,11,0,24,2004,3,2004-03-24,1.0,Trivial Pursuit,-0.08085454545454546,0.0,1.0
Trivial Pursuit unhinged,XB,Misc,0.09,trivial-pursuit-unhinged,Trivial Pursuit Unhinged,"Miscellaneous, Trivia / Game Show",5.8,8.0,atari,Artech Studios,10,4,24,2004,3,2004-03-24,1.0,Trivial Pursuit,0.47843,0.0,1.0
Namco Museum Megamix,Wii,Misc,0.19,namco-museum-megamix,Namco Museum Megamix,"Miscellaneous, Compilation, Party, Compilation",5.3,8.7,amc games,Namco Bandai Games,12,7,16,2010,11,2010-11-16,4.0,Namco Museum,0.45366666666666666,1.0,1.0
SingStar Pop Vol.2,PS2,Misc,0.19,singstar-pop-vol-2,SingStar Pop Vol. 2,"Miscellaneous, Rhythm, Music",7.0,7.0,scea,SCEE London Studio,15,0,23,2008,9,2008-09-23,3.0,SingStar,0.45398000000000005,0.0,1.0
SNK Arcade Classics Vol. 1,PS2,Misc,0.19,snk-arcade-classics-vol-1,SNK Arcade Classics Vol. 1,"Miscellaneous, Compilation",6.9,6.9,snk playmore,SNK Playmore,16,1,5,2008,5,2008-05-05,2.0,SNK Arcade Classics Vol. 1,0.09660833333333337,0.0,1.0
SNK Arcade Classics Vol. 1,PSP,Misc,0.15,snk-arcade-classics-vol-1,SNK Arcade Classics Vol. 1,"Miscellaneous, Compilation, Compilation",6.8,6.8,snk playmore,Terminal Reality,13,0,5,2008,5,2008-05-05,2.0,SNK Arcade Classics Vol. 1,0.6448974358974358,0.0,1.0
SNK Arcade Classics Vol. 1,Wii,Misc,0.07,snk-arcade-classics-vol-1,SNK Arcade Classics Vol. 1,"Miscellaneous, Compilation, Compilation",7.3,8.0,snk playmore,SNK Playmore,18,1,29,2008,7,2008-07-29,3.0,SNK Arcade Classics Vol. 1,0.2002388888888889,0.0,1.0
Frequency,PS2,Misc,0.19,frequency,Frequency,"Miscellaneous, Rhythm, Music",8.3,8.6,scea,Harmonix Music Systems,26,31,19,2001,11,2001-11-19,4.0,Frequency,0.4232076923076923,0.0,1.0
Frequency,PS2,Misc,0.19,frequency,Frequency,"Miscellaneous, Rhythm, Music",8.3,8.6,scea,Harmonix Music Systems,26,31,19,2001,11,2001-11-19,4.0,Frequency,0.4232076923076923,0.0,1.0
Tamagotchi Party On!,Wii,Misc,0.19,tamagotchi-party-on,Tamagotchi Party On!,"Miscellaneous, Party, Party, Party / Minigame",3.7,4.0,amc games,h.a.n.d. Inc.,11,7,29,2007,5,2007-05-29,2.0,Tamagotchi,-0.4446,1.0,1.0
Valhalla Knights 3,PSV,Misc,0.18,valhalla-knights-3,Valhalla Knights 3,"Role-Playing, General, General, Action RPG",4.8,6.9,xseed games,K2,19,56,15,2013,10,2013-10-15,4.0,Valhalla Knights 3,-0.21619473684210527,1.0,1.0
Amplitude,PS2,Misc,0.18,amplitude,Amplitude,"Miscellaneous, Rhythm, Music",8.6,8.6,scea,Harmonix Music Systems,35,27,24,2003,3,2003-03-24,1.0,Amplitude,0.4205514285714286,0.0,1.0
Amplitude,PS2,Misc,0.18,amplitude,Amplitude,"Miscellaneous, Rhythm, Music",8.6,8.6,scea,Harmonix Music Systems,35,27,24,2003,3,2003-03-24,1.0,Amplitude,0.4205514285714286,0.0,1.0
Monopoly Party,XB,Misc,0.18,monopoly-party,Monopoly Party!,"Miscellaneous, Party",5.0,7.0,atari,Runecraft,8,5,29,2002,10,2002-10-29,4.0,Monopoly Party!,0.19766249999999996,0.0,1.0
Monopoly Party,XB,Misc,0.18,monopoly-party,Monopoly Party!,"Miscellaneous, Party",5.0,7.0,atari,Runecraft,8,5,29,2002,10,2002-10-29,4.0,Monopoly,0.19766249999999996,0.0,1.0
Atari Anniversary Advance,GBA,Misc,0.18,atari-anniversary-advance,Atari Anniversary Advance,"Miscellaneous, Compilation",7.5,7.5,infogrames,Digital Eclipse,7,0,25,2002,3,2002-03-25,1.0,Atari Anniversary Advance,0.4772857142857143,0.0,1.0
EyeToy: Groove,PS2,Misc,0.18,eyetoy-groove,EyeToy: Groove,"Miscellaneous, Rhythm, Dancing",7.3,7.8,scea,SCEE,34,6,20,2004,4,2004-04-20,2.0,EyeToy,0.25380588235294116,1.0,1.0
Lips: Party Classics,X360,Misc,0.18,lips-party-classics,Lips: Party Classics,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music",6.9,6.9,microsoft game studios,iNiS,10,0,2,2010,3,2010-03-02,1.0,Lips,0.57906,0.0,1.0
Project Spark,XOne,Misc,0.17,project-spark,Project Spark,"General, Action, Action Adventure, General, Sandbox",7.3,6.9,microsoft game studios,Microsoft Game Studios,26,159,4,2014,3,2014-03-04,1.0,Project Spark,0.3158307692307692,1.0,1.0
Let's TAP,Wii,Misc,0.17,let-s-tap,Let's TAP,"Miscellaneous, Party, Party, Party / Minigame",7.0,6.7,sega,Prope,47,15,12,2009,6,2009-06-12,2.0,Let's Tap,0.450359574468085,0.0,1.0
Fuzion Frenzy 2,X360,Misc,0.17,fuzion-frenzy-2,Fuzion Frenzy 2,"Miscellaneous, Party, Party, Party / Minigame",4.9,5.4,microsoft game studios,Hudson Soft,47,33,30,2007,1,2007-01-30,1.0,Fuzion Frenzy 2,-0.04112127659574467,1.0,1.0
Sega Superstars,PS2,Misc,0.17,sega-superstars,Sega SuperStars,"Miscellaneous, Party",7.2,7.0,sega,Sonic Team,28,8,3,2004,11,2004-11-03,4.0,Sonic The Hedgehog,0.35223571428571426,1.0,1.0
Midway Arcade Treasures 3,PS2,Misc,0.16,midway-arcade-treasures-3,Midway Arcade Treasures 3,"Miscellaneous, Compilation",6.7,6.7,midway,Digital Eclipse,23,0,27,2005,9,2005-09-27,3.0,Midway Arcade Treasures 3,0.4060173913043478,1.0,1.0
Midway Arcade Treasures 3,XB,Misc,0.08,midway-arcade-treasures-3,Midway Arcade Treasures 3,"Miscellaneous, Compilation",6.8,6.8,midway,Digital Eclipse,29,0,27,2005,9,2005-09-27,3.0,Midway Arcade Treasures 3,0.39039655172413795,1.0,1.0
Midway Arcade Treasures 3,GC,Misc,0.07,midway-arcade-treasures-3,Midway Arcade Treasures 3,"Miscellaneous, Compilation",6.5,7.0,midway,Midway,16,4,26,2005,10,2005-10-26,4.0,Midway Arcade Treasures 3,0.2982125,1.0,1.0
Intellivision Lives!,PS2,Misc,0.16,intellivision-lives,Intellivision Lives!,"Miscellaneous, Compilation",6.4,7.6,crave,Realtime Associates,15,5,20,2003,11,2003-11-20,4.0,Intellivision Lives!,0.3053733333333334,1.0,1.0
Intellivision Lives!,XB,Misc,0.05,intellivision-lives,Intellivision Lives!,"Miscellaneous, Compilation",6.0,6.0,crave,Realtime Associates,9,0,2,2004,2,2004-02-02,1.0,Intellivision Lives!,0.32577777777777783,1.0,1.0
MTV Music Generator 2,PS2,Misc,0.15,mtv-music-generator-2,MTV Music Generator 2,"Miscellaneous, Music Maker",7.7,8.4,codemasters,Jester Interactive,16,12,19,2001,5,2001-05-19,2.0,MTV Music Generator 2,0.352475,1.0,1.0
Get On Da Mic,PS2,Misc,0.15,get-on-da-mic,Get On Da Mic,"Miscellaneous, Music Maker",4.9,6.3,eidos interactive,Artificial Mind and Movement,29,7,5,2004,10,2004-10-05,4.0,Get On Da Mic,-0.11120344827586207,0.0,1.0
QuickSpot,DS,Misc,0.14,quickspot,QuickSpot,"Miscellaneous, Puzzle, Puzzle, Hidden Object, General, Puzzle, General",6.8,6.8,amc games,Namco,18,0,19,2007,3,2007-03-19,1.0,QuickSpot,0.5753055555555557,1.0,1.0
MTV Music Generator 3: This Is the Remix,PS2,Misc,0.14,mtv-music-generator-3-this-is-the-remix,MTV Music Generator 3: This Is the Remix,"Miscellaneous, Music Maker",7.9,7.9,codemasters,Mix Max,28,8,22,2004,6,2004-06-22,2.0,MTV Music Generator 3,0.5627321428571428,0.0,1.0
MTV Music Generator 3: This Is the Remix,XB,Misc,0.08,mtv-music-generator-3-this-is-the-remix,MTV Music Generator 3: This Is the Remix,"Miscellaneous, Music Maker",7.9,5.4,codemasters,Mix Max,26,10,22,2004,6,2004-06-22,2.0,MTV Music Generator 3,0.4904692307692308,0.0,1.0
Power Gig: Rise of the SixString,PS3,Misc,0.14,power-gig-rise-of-the-sixstring,Power Gig: Rise of the SixString,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music",3.6,2.4,seven45 studios,Seven45 Studios,10,5,19,2010,10,2010-10-19,4.0,Power Gig,-0.19163000000000005,0.0,1.0
Power Gig: Rise of the SixString,X360,Misc,0.12,power-gig-rise-of-the-sixstring,Power Gig: Rise of the SixString,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music",3.6,2.1,seven45 studios,Seven45 Studios,20,17,19,2010,10,2010-10-19,4.0,Power Gig,-0.27915000000000006,0.0,1.0
PaRappa The Rapper 2,PS2,Misc,0.14,parappa-the-rapper-2,PaRappa the Rapper 2,"Miscellaneous, Rhythm, Music",6.7,7.6,scea,NanaOn-Sha,26,40,23,2002,1,2002-01-23,1.0,PaRappa the Rapper,0.26578076923076926,0.0,1.0
Dream Pinball 3D,Wii,Misc,0.14,dream-pinball-3d,Dream Pinball 3D,"Action, Miscellaneous, Parlor, Pinball, Pinball",5.4,7.6,southpeak games,TopWare Interactive,8,1,22,2008,4,2008-04-22,2.0,Dream Pinball 3D,0.033066666666666696,1.0,1.0
Cranium Kabookii,Wii,Misc,0.14,cranium-kabookii,Cranium Kabookii,"Miscellaneous, Board Games, Board Games, Board / Card Game",6.4,5.4,ubisoft,Ubisoft Quebec,9,13,4,2007,12,2007-12-04,4.0,Cranium Kabookii,0.4861555555555557,0.0,1.0
Scene It? Bright Lights! Big Screen!,Wii,Misc,0.14,scene-it-bright-lights-big-screen,Scene It? Bright Lights! Big Screen!,"Miscellaneous, Trivia / Game Show, Trivia / Game Show",5.4,5.4,warner bros interactive entertainment,Artificial Mind and Movement,8,0,17,2009,11,2009-11-17,4.0,Scene It?,0.1180625,0.0,1.0
Scene It? Bright Lights! Big Screen!,X360,Misc,0.14,scene-it-bright-lights-big-screen,Scene It? Bright Lights! Big Screen!,"Miscellaneous, Trivia / Game Show, Trivia / Game Show",5.6,5.6,warner bros interactive entertainment,Artificial Mind and Movement,10,5,17,2009,11,2009-11-17,4.0,Scene It?,-0.04161000000000005,0.0,1.0
Scene It? Bright Lights! Big Screen!,PS3,Misc,0.13,scene-it-bright-lights-big-screen,Scene It? Bright Lights! Big Screen!,"Miscellaneous, Trivia / Game Show, Trivia / Game Show",5.3,6.3,warner bros interactive entertainment,Artificial Mind and Movement,14,4,17,2009,11,2009-11-17,4.0,Scene It?,0.3689357142857143,0.0,1.0
Hard Rock Casino,PSP,Misc,0.14,hard-rock-casino,Hard Rock Casino,"Miscellaneous, Parlor, Gambling, Gambling",4.4,4.4,crave,Farsight Studios,8,0,24,2007,4,2007-04-24,2.0,Hard Rock Casino,0.0479,0.0,1.0
The Guy Game,PS2,Misc,0.13,the-guy-game,The Guy Game,"Miscellaneous, Trivia / Game Show",4.8,6.5,gathering,Top Heavy Studios,20,15,31,2004,8,2004-08-31,3.0,The Guy Game,-0.01521000000000001,1.0,1.0
The Guy Game,XB,Misc,0.07,the-guy-game,The Guy Game,"Miscellaneous, Trivia / Game Show",4.7,6.0,gathering,Top Heavy Studios,20,8,30,2004,8,2004-08-30,3.0,The Guy Game,-0.16701999999999997,1.0,1.0
Retro Atari Classics,DS,Misc,0.13,retro-atari-classics,Retro Atari Classics,"Miscellaneous, Compilation, Compilation",5.1,3.7,atari,Taniko,17,7,16,2005,3,2005-03-16,1.0,Retro Atari Classics,-0.12684117647058823,0.0,1.0
Brain Assist,DS,Misc,0.13,brain-assist,Brain Assist,"Miscellaneous, Board Games, Board Games, Board / Card Game",5.3,5.3,sega,Sega,17,0,26,2008,2,2008-02-26,1.0,Brain Assist,0.01025882352941175,0.0,1.0
Wasteland 2,PC,Misc,0.13,wasteland-2,Wasteland 2,"PC-style RPG, General, Role-Playing, PC-style RPG, Western-Style",8.1,7.2,inxile entertainment,InXile Entertainment,65,1215,18,2014,9,2014-09-18,3.0,Wasteland,0.47451846153846133,0.0,1.0
Shrek Super Party,XB,Misc,0.13,shrek-super-party,Shrek: Super Party,"Miscellaneous, Party",3.3,7.6,tdk mediactive,Mass Media,9,16,29,2002,11,2002-11-29,4.0,Shrek,-0.09282222222222221,1.0,1.0
Dance Paradise,X360,Misc,0.12,dance-paradise,Dance Paradise,"Action, Miscellaneous, Rhythm, Dancing, Dancing",5.9,5.9,thq,Mindscape Inc.,11,0,15,2011,2,2011-02-15,1.0,Dance Paradise,0.2192181818181818,0.0,1.0
Fatal Frame: Maiden of Black Water,WiiU,Misc,0.12,fatal-frame-maiden-of-black-water,Fatal Frame: Maiden of Black Water,"Action, General, Horror, Action Adventure, Survival",6.7,7.8,nintendo,Koei Tecmo Games,58,254,22,2015,10,2015-10-22,4.0,Fatal Frame,0.4212086206896551,0.0,1.0
Fatal Frame: Maiden of Black Water,WiiU,Misc,0.12,fatal-frame-maiden-of-black-water,Fatal Frame: Maiden of Black Water,"Action, General, Horror, Action Adventure, Survival",6.7,7.8,nintendo,Koei Tecmo Games,58,254,22,2015,10,2015-10-22,4.0,Fatal Frame,0.4212086206896551,0.0,1.0
Marvel Trading Card Game,DS,Misc,0.12,marvel-trading-card-game,Marvel Trading Card Game,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",6.1,5.7,konami,1st Playable Productions,17,9,22,2007,5,2007-05-22,2.0,Marvel,0.20935882352941176,1.0,1.0
Marvel Trading Card Game,PSP,Misc,0.0,marvel-trading-card-game,Marvel Trading Card Game,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",6.3,8.0,konami,Konami,22,6,27,2007,2,2007-02-27,1.0,Marvel,0.4627545454545455,1.0,1.0
Zubo,DS,Misc,0.11,zubo,Zubo,"Action, Miscellaneous, Rhythm, Music, Music",7.5,7.6,electronic arts,EA Bright Light,19,76,10,2009,3,2009-03-10,1.0,Zubo,0.40475263157894736,0.0,1.0
Taito Legends,PS2,Misc,0.11,taito-legends,Taito Legends,"Miscellaneous, Compilation",6.8,8.8,sega,Empire Oxford,18,4,25,2005,10,2005-10-25,4.0,Taito Legends,0.5891666666666666,1.0,1.0
Taito Legends,XB,Misc,0.05,taito-legends,Taito Legends,"Miscellaneous, Compilation",7.4,7.4,sega,Empire Oxford,16,0,25,2005,10,2005-10-25,4.0,Taito Legends,0.5692187499999999,1.0,1.0
Taito Legends,PC,Misc,0.0,taito-legends,Taito Legends,"Miscellaneous, Compilation, Compilation",7.5,7.5,sega,Empire Oxford,8,0,10,2005,11,2005-11-10,4.0,Taito Legends,0.46383749999999996,1.0,1.0
Ping Pals,DS,Misc,0.11,ping-pals,Ping Pals,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",2.8,3.9,thq,WayForward,17,27,8,2004,12,2004-12-08,4.0,Ping Pals,0.2323470588235294,1.0,1.0
Beaterator,PSP,Misc,0.11,beaterator,Beaterator,"Miscellaneous, Music Maker, Music Maker, Application",8.0,7.8,rockstar games,Rockstar Leeds,44,13,29,2009,9,2009-09-29,3.0,Beaterator,0.520925,0.0,1.0
Guitar Rock Tour,DS,Misc,0.11,guitar-rock-tour,Guitar Rock Tour,"Action, Miscellaneous, Rhythm, Music, Music",6.0,6.0,ubisoft,Ubisoft,8,1,4,2008,11,2008-11-04,4.0,Guitar Rock Tour,-0.15916666666666665,0.0,1.0
Karaoke Revolution Presents American Idol Encore,X360,Misc,0.11,karaoke-revolution-presents-american-idol-encore,Karaoke Revolution Presents: American Idol Encore,"Action, Miscellaneous, Rhythm, Music, Music",7.0,7.0,konami,Blitz Games,7,2,5,2008,2,2008-02-05,1.0,Karaoke Revolution Presents,0.2761238095238096,0.0,1.0
Odama,GC,Misc,0.11,odama,Odama,"Miscellaneous, Parlor, Pinball",6.2,8.0,nintendo,Vivarium,42,12,10,2006,4,2006-04-10,2.0,Odama,0.24686011904761904,0.0,1.0
AquaPazza: AquaPlus Dream Match,PS3,Misc,0.11,aquapazza-aquaplus-dream-match,AquaPazza: AquaPlus Dream Match,"Action, Fighting, Fighting, 2D, 2D",7.5,7.8,atlus,Examu,13,21,19,2013,11,2013-11-19,4.0,Aquapazza,0.3114230769230769,0.0,1.0
Start the Party! Save the World,PS3,Misc,0.1,start-the-party-save-the-world,Start the Party! Save the World,"Miscellaneous, Party, Party, Party / Minigame",5.0,5.3,scea,Supermassive Games,15,4,6,2012,3,2012-03-06,1.0,Start the Party! Save The World!,-0.22668000000000002,0.0,1.0
Universal Studios Theme Parks Adventure,GC,Misc,0.1,universal-studios-theme-parks-adventure,Universal Studios Theme Parks Adventure,"Miscellaneous, Party",3.9,3.2,kemco,Kemco,11,13,18,2001,12,2001-12-18,4.0,Universal Studios,0.15903636363636367,1.0,1.0
Family Party: 30 Great Games,Wii,Misc,0.09,family-party-30-great-games,Family Party: 30 Great Games,"Miscellaneous, Party, Party, Party / Minigame",4.2,2.4,the game factory,Tamsoft,10,8,2,2008,12,2008-12-02,4.0,Family Party,0.40875,0.0,1.0
Atari Classics Evolved,PSP,Misc,0.09,atari-classics-evolved,Atari Classics Evolved,"Miscellaneous, Compilation, Compilation",6.4,6.0,atari,Stainless Games,17,5,19,2007,12,2007-12-19,4.0,Atari Classics -Evolved-,-0.03821764705882354,0.0,1.0
Yaiba: Ninja Gaiden Z,PS3,Misc,0.09,yaiba-ninja-gaiden-z,Yaiba: Ninja Gaiden Z,"Horror, Action Adventure, General, Horror, Survival, Linear",4.3,4.5,team ninja,Spark Unlimited,46,97,18,2014,3,2014-03-18,1.0,Ninja Gaiden,-0.07236086956521733,0.0,1.0
Yaiba: Ninja Gaiden Z,X360,Misc,0.05,yaiba-ninja-gaiden-z,Yaiba: Ninja Gaiden Z,"Horror, Action Adventure, General, Horror, Survival, Linear",5.0,5.4,team ninja,Spark Unlimited,20,47,18,2014,3,2014-03-18,1.0,Ninja Gaiden,0.30949499999999996,0.0,1.0
Jenga World Tour,DS,Misc,0.09,jenga-world-tour,Jenga World Tour,"Miscellaneous, Puzzle, Party, General",3.2,3.2,atari,Atomic Planet Entertainment,7,0,13,2007,11,2007-11-13,4.0,Jenga,0.16255714285714284,0.0,1.0
Jenga World Tour,Wii,Misc,0.05,jenga-world-tour,Jenga World Tour,"Miscellaneous, Puzzle, Puzzle, General, General",2.6,2.8,atari,Atomic Planet Entertainment,14,11,7,2007,12,2007-12-07,4.0,Jenga,-0.15889999999999999,0.0,1.0
Sega Casino,DS,Misc,0.09,sega-casino,Sega Casino,"Miscellaneous, Parlor, Gambling, Gambling",6.1,6.1,sega,TOSE,13,0,10,2005,10,2005-10-10,4.0,Sega Casino,-0.15047692307692306,0.0,1.0
BIT.TRIP COMPLETE,Wii,Misc,0.09,bit-trip-complete,Bit.Trip Complete,"Miscellaneous, Compilation, Compilation",8.4,8.2,aksys games,Gaijin Games,19,26,13,2011,9,2011-09-13,3.0,Bit.Trip,0.2702210526315789,0.0,1.0
The Weakest Link,PS,Misc,0.09,the-weakest-link,The Weakest Link,"Miscellaneous, Trivia / Game Show",6.3,8.0,activision,Activision,7,7,24,2001,9,2001-09-24,3.0,The Weakest Link,0.20494285714285715,0.0,1.0
Crash Boom Bang!,DS,Misc,0.09,crash-boom-bang,Crash Boom Bang!,"Miscellaneous, Party, Party, Party / Minigame",3.7,4.3,sierra entertainment,Dimps Corporation,14,15,10,2006,10,2006-10-10,4.0,Crash Bandicoot,0.13160178571428574,1.0,1.0
Data East Arcade Classics,Wii,Misc,0.09,data-east-arcade-classics,Data East Arcade Classics,"Miscellaneous, Compilation, Compilation",5.6,8.2,majesco games,G1M2,7,5,19,2010,2,2010-02-19,1.0,Data East Arcade Classics,0.4922999999999999,1.0,1.0
