,Name,multiplayer,singleplayer,awarded
6098,Battle & Get! Pokemon Typing DS,0,1,0.0
6107,Monster 4x4: Masters of Metal,1,1,0.0
6109,DeathSmiles,1,1,0.0
6110,VMX Racing,1,1,0.0
6113,Dragon Ball GT: Transformation,1,1,0.0
6116,Baby Pals,0,1,0.0
6119,Tigger's Honey Hunt,1,1,0.0
6123,NHL 2K11,1,1,0.0
6124,One Piece: Burning Blood,1,1,0.0
6125,Haven: Call of the King,0,1,0.0
6128,X-Men: Reign of Apocalypse,1,1,0.0
6129,R: Racing Evolution,1,1,0.0
6133,Digimon Adventure: Anode Tamer,0,1,0.0
6135,Siren: Blood Curse,0,1,0.0
6136,Pro Evolution Soccer 2017,1,1,1.0
6137,Chromehounds,1,1,0.0
6139,The King of Fighters '95,1,1,0.0
6141,Assassin's Creed II: Discovery,0,1,0.0
6144,Final Fantasy VI Advance,0,1,0.0
6151,Dead to Rights: Retribution,0,1,0.0
6153,Unreal Championship 2: The Liandri Conflict,1,1,0.0
6154,Kung Fu Chaos,1,1,0.0
6155,Mega Man: Dr. Wily's Revenge,0,1,0.0
6158,Godzilla: Domination!,1,1,0.0
6160,Tales of the World: Radiant Mythology 3,0,1,0.0
6164,Mega Man II,0,1,0.0
6172,Army of Two: The Devil's Cartel,1,1,0.0
6176,Mission: Impossible - Operation Surma,0,1,0.0
6179,Pitfall: The Mayan Adventure,0,1,0.0
6180,Driver: Parallel Lines,0,1,0.0
6181,Sing Party,1,1,0.0
6182,Shrek: Ogres & Dronkeys,0,1,0.0
6184,Hot Wheels: Track Attack,1,1,0.0
6185,Backyard Wrestling 2: There Goes the Neighborhood,1,1,0.0
6186,Virtua Fighter 5 Online,1,1,0.0
6189,Wild ARMs 5,0,1,0.0
6192,Mega Man 7,0,1,0.0
6194,Shadows of the Damned,0,1,0.0
6198,F1 ROC: Race of Champions,0,1,0.0
6201,Silent Hill 2: Restless Dreams,0,1,0.0
6206,Soul Nomad & the World Eaters,0,1,0.0
6207,RollerCoaster Tycoon 3,0,1,0.0
6208,Bass Strike,0,1,0.0
6209,NHL Hitz 20-03,1,0,0.0
6210,Danganronpa Another Episode: Ultra Despair Girls,0,1,0.0
6213,Real Pool,1,1,0.0
6216,Mister Mosquito,0,1,0.0
6218,Patapon 3,1,1,0.0
6220,Civilization II,1,1,0.0
6222,Dynasty Warriors: Gundam,0,1,0.0
6224,Transformers: Cybertron Adventures,0,1,0.0
6231,Pokemon Box: Ruby & Sapphire,1,1,1.0
6232,Puyo Puyo! 15th Anniversary,1,1,0.0
6240,Warpath: Jurassic Park,1,1,0.0
6241,Tak and the Guardians of Gross,1,1,0.0
6243,Summer Heat Beach Volleyball,1,1,0.0
6244,NCAA Basketball 09,1,1,0.0
6246,Marvel Super Hero Squad: The Infinity Gauntlet,0,1,0.0
6249,Myst III: Exile,0,1,1.0
6250,Castlevania: Aria of Sorrow,0,1,0.0
6254,Armored Core: Project Phantasma,1,1,0.0
6255,Donkey Kong GB: Dinky Kong & Dixie Kong,0,1,0.0
6264,Q-Ball: Billiards Master,1,1,0.0
6265,Mr. Do!,0,1,0.0
6268,Tao Feng: Fist of the Lotus,1,1,0.0
6274,Resident Evil 2: Dual Shock Edition,0,1,1.0
6277,Zumba Fitness: World Party,1,1,0.0
6279,Final Fantasy X International,0,1,1.0
6280,Tiny Toon Adventures: Plucky's Big Adventure,0,1,0.0
6286,Suikoden Tierkreis,0,1,0.0
6287,Evil Dead: Hail to the King,0,1,0.0
6288,Dragon Ball GT: Final Bout,1,1,0.0
6290,Dave Mirra Freestyle BMX: Maximum Remix,1,1,0.0
6291,Divinity: Original Sin,1,1,0.0
6294,Resident Evil: Deadly Silence,0,1,1.0
6295,Pac-Pix,0,1,0.0
6296,Beamrider,0,1,0.0
6304,Pro Race Driver,1,1,0.0
6305,Baten Kaitos: Eternal Wings and the Lost Ocean,0,1,0.0
6309,Rhythm Thief & the Emperor's Treasure,1,1,0.0
6310,Rocky: Legends,1,1,0.0
6316,Flag Capture,1,1,0.0
6321,RalliSport Challenge 2,1,1,0.0
6323,Wave Rally,1,1,0.0
6325,Disgaea 5: Alliance of Vengeance,0,1,0.0
6329,Sengoku Basara 4,0,1,0.0
6331,WWE Road to WrestleMania X8,1,1,0.0
6333,Fullmetal Alchemist 2: Curse of the Crimson Elixir,0,1,0.0
6334,Sherlock Holmes: Crimes & Punishments,0,1,0.0
6337,BloodRayne 2,0,1,0.0
6340,Reader Rabbit Kindergarten,0,1,0.0
6342,NBA In The Zone '98,1,1,0.0
6344,NBA Jam 99,1,1,0.0
6348,Shadow of Rome,0,1,0.0
6350,Tales of Eternia,1,1,0.0
6360,Rock Revolution,1,1,0.0
6361,Etrian Odyssey II: Heroes of Lagaard,0,1,0.0
6369,Shin Megami Tensei: Devil Survivor,0,1,0.0
6370,Magical Vacation,1,1,0.0
6376,Superbike 2000,1,1,0.0
6386,Alundra 2: A New Legend Begins,0,1,0.0
6390,Ace Attorney 6,0,1,0.0
6397,Jurassic Park: Operation Genesis,0,1,0.0
6399,Final Doom,1,1,0.0
6400,Deadly Premonition,0,1,0.0
6403,NBA ShootOut 2001,1,1,0.0
6407,Ultimate NES Remix,1,1,0.0
6408,Megamind: The Blue Defender,0,1,0.0
6409,NFL Street 3,1,1,1.0
6410,Battle Arena Toshinden 3,1,1,0.0
6411,Teenage Mutant Ninja Turtles: Danger of the Ooze,0,1,0.0
6412,Jade Cocoon: Story of the Tamamayu,1,1,0.0
6415,InuYasha: Feudal Combat,1,1,0.0
6427,Dynasty Warriors 7: Xtreme Legends,1,1,0.0
6430,Fish Tycoon,0,1,1.0
6434,Atelier Ayesha: The Alchemist of Dusk,0,1,0.0
6440,NBA 07,1,1,1.0
6443,All-Pro Football 2K8,1,1,0.0
6444,Dungeons & Dragons: Eye of the Beholder,0,1,0.0
6447,Battlestations: Midway,1,1,0.0
6448,Rayman DS,0,1,0.0
6450,The House of the Dead 2,1,1,0.0
6454,Rune: Viking Warlord,1,1,0.0
6455,Panzer Dragoon Orta,0,1,0.0
6458,King's Field II,0,1,0.0
6459,Danganronpa 2: Goodbye Despair,0,1,0.0
6462,NCAA Gamebreaker,1,1,0.0
6467,Tomba!,0,1,0.0
6468,Love Plus,0,1,0.0
6469,Tales of Innocence,1,1,0.0
6472,Rugrats: I Gotta Go Party,0,1,0.0
6473,Virtua Racing,1,1,0.0
6475,Prison Break: The Conspiracy,0,1,0.0
6478,We Cheer 2,1,1,0.0
6480,Inazuma Eleven GO 3: Galaxy,0,1,0.0
6481,Ford Racing 3,1,1,0.0
6483,Phantasy Star Universe: Ambition of the Illuminus,1,1,0.0
6489,Inazuma Eleven Strikers,1,1,0.0
6491,Final Fantasy V Advance,1,1,0.0
6494,Star Trek: Invasion,1,1,0.0
6499,Tom and Jerry in War of the Whiskers,1,1,0.0
6500,Ace Attorney Investigations 2,0,1,0.0
6513,Riding Spirits,1,1,0.0
6517,Bust A Groove 2,1,1,0.0
6523,Star Wars Episode I: Battle for Naboo,0,1,0.0
6524,Duke Nukem: Zero Hour,1,1,0.0
6525,Armorines: Project S.W.A.R.M.,1,1,0.0
6526,NCAA March Madness 08,1,1,0.0
6527,Armored Core: Nexus,1,1,0.0
6528,Evolution Skateboarding,1,1,0.0
6534,Outlaw Volleyball,1,1,0.0
6537,RealSports Football,1,1,0.0
6543,The Testament of Sherlock Holmes,0,1,0.0
6547,Legaia 2: Duel Saga,0,1,0.0
6549,Karaoke Joysound Wii,1,1,0.0
6551,Polarium,1,1,0.0
6552,Samurai Warriors 4,1,1,0.0
6563,Oddworld: Stranger's Wrath,0,1,0.0
6566,Marvel Super Heroes vs. Street Fighter,1,1,0.0
6571,Drakan: The Ancients' Gates,0,1,0.0
6572,Dead or Alive Xtreme 2,1,1,0.0
6573,Petz: Crazy Monkeyz,0,1,0.0
6576,Tokyo Jungle,1,1,0.0
6577,Hunted: The Demon's Forge,1,1,0.0
6580,Bionicle: Matoran Adventures,0,1,0.0
6581,Armored Core: Master of Arena,1,1,0.0
6582,Fire Emblem: Thracia 776,0,1,0.0
6583,Desert Falcon,0,1,0.0
6592,Silent Hunter 5: Battle of the Atlantic,1,1,0.0
6593,MTX Mototrax,1,1,0.0
6595,NHL Rock the Rink,1,1,0.0
6597,NBA ShootOut 2004,1,1,0.0
6600,Castlevania: Harmony of Dissonance,0,1,0.0
6601,Metroid Prime Pinball,1,1,0.0
6610,NHL 08,1,1,0.0
6616,Crusaders of Might and Magic,0,1,0.0
6618,Tearaway Unfolded,0,1,0.0
6620,Bomberman Generation,1,1,0.0
6622,Surfing H3O,1,1,0.0
6623,Romance of the Three Kingdoms II,0,1,0.0
6631,Galactic Attack,0,1,0.0
6638,Evil Zone,1,1,0.0
6645,Amped 2,1,1,0.0
6646,Blaster Master: Blasting Again,0,1,0.0
6647,College Hoops 2K6,1,1,0.0
6653,Birds of Steel,1,1,0.0
6655,WipEout XL,1,1,0.0
6657,The Powerpuff Girls: Chemical X-Traction,0,1,0.0
6662,Men of Valor,1,1,0.0
6663,Bomberman Tournament,1,1,0.0
6666,Billy Hatcher and the Giant Egg,1,1,0.0
6667,Midway's Greatest Arcade Hits,0,1,0.0
6670,WipEout Fusion,1,1,0.0
6671,Spider-Man: Edge of Time,0,1,0.0
6680,MotoGP '07,1,1,0.0
6681,Samurai Shodown II,1,1,0.0
6683,Don King Presents: Prizefighter,0,1,0.0
6684,Hybrid Heaven,1,1,0.0
6686,Fox Sports College Hoops '99,1,1,0.0
6688,MRC: Multi-Racing Championship,1,1,0.0
6689,F1 Pole Position 64,0,1,0.0
6690,Gex 64: Enter the Gecko,0,1,0.0
6691,Wayne Gretzky's 3D Hockey '98,1,1,0.0
6697,Scooby-Doo! Unmasked,0,1,0.0
6702,World Series Baseball 2K3,1,1,0.0
6710,The Legend of Legacy,0,1,0.0
6711,Disgaea 2: Dark Hero Days,0,1,0.0
6712,Devil Kings,0,1,0.0
6713,Ultimate Band,1,1,0.0
6715,Far Cry Instincts Predator,1,1,0.0
6718,X-Men: Destiny,0,1,0.0
6729,America's Army: Rise of a Soldier,1,0,0.0
6731,TV Superstars,1,1,0.0
6732,Armored Core 4,1,1,0.0
6736,Pirates of the Caribbean: The Legend of Jack Sparrow,1,1,0.0
6737,We Love Golf!,1,1,0.0
6743,Anno 2205,0,1,0.0
6744,Dune 2000,1,1,0.0
6745,Cradle of Rome,0,1,0.0
6746,Monster Hunter G,1,1,0.0
6750,Project Overkill,0,1,0.0
6751,Jumping Flash! 2,0,1,0.0
6752,Nickelodeon Party Blast,1,1,0.0
6754,Final Fantasy XI: Chains of Promathia,1,0,1.0
6761,Driver '76,1,1,0.0
6763,NBA Courtside 2002,1,1,0.0
6768,Avatar: The Last Airbender - Into the Inferno,1,1,0.0
6770,Dora the Explorer: Journey to the Purple Planet,0,1,0.0
6772,Digimon World: Data Squad,0,1,0.0
6777,Mega Man X Collection,0,1,0.0
6784,Panzer General,1,1,0.0
6785,Broken Sword: Shadow of the Templars - The Director's Cut,0,1,1.0
6787,Spawn the Eternal,0,1,0.0
6790,Command & Conquer 3: Kane's Wrath,1,1,0.0
6791,Dreamcast Collection,1,1,0.0
6797,Britney's Dance Beat,1,1,0.0
6799,World Soccer Winning Eleven 7,1,1,0.0
6800,Ace Combat: Assault Horizon Legacy,0,1,0.0
6804,Vexx,0,1,0.0
6807,Marvel vs. Capcom Origins,1,1,0.0
6810,TimeSplitters: Future Perfect,1,1,0.0
6811,Final Fantasy Fables: Chocobo Tales,1,1,0.0
6813,Genma Onimusha,0,1,0.0
6815,K-1 Revenge,1,1,0.0
6816,G-Police,0,1,0.0
6817,Pure Futbol,1,1,0.0
6822,Deca Sports 3,1,1,0.0
6824,Midway Arcade Treasures: Extended Play,1,1,0.0
6831,Rock Band Track Pack Volume 1,1,1,0.0
6833,Super Monkey Ball Deluxe,1,1,0.0
6839,Stella Glow,0,1,0.0
6841,Summon Night 3,0,1,0.0
6845,PDC World Championship Darts 2008,1,1,0.0
6847,Azurik: Rise of Perathia,0,1,0.0
6850,The Lord of the Rings: Aragorn's Quest,1,1,0.0
6853,Grand Slam Tennis 2,1,1,0.0
6859,Valhalla Knights,1,1,0.0
6860,Harvest Moon: Another Wonderful Life,0,1,0.0
6869,Midway's Greatest Arcade Hits Volume 1,0,1,0.0
6870,Road Rash 64,1,1,0.0
6872,Army Men: Air Combat,1,1,0.0
6873,Rock Band Track Pack Volume 2,1,1,0.0
6874,NCAA College Basketball 2K3,1,1,0.0
6880,Ashes Cricket 2009,0,1,0.0
6882,Tony Hawk's American Sk8land,1,1,1.0
6886,Densetsu no Stafi 3,1,1,0.0
6894,DiRT Showdown,1,1,0.0
6895,Divinity II: Ego Draconis,0,1,0.0
6897,Front Mission: Gun Hazard,0,1,0.0
6900,Chibi-Robo! Zip Lash,0,1,0.0
6901,4x4 EVO 2,1,1,0.0
6902,XS Airboat Racing,0,1,0.0
6903,Lunar: Silver Star Harmony,0,1,0.0
6904,Sherlock Holmes and the Mystery of Osborne House,0,1,0.0
6907,Viva Pinata: Party Animals,1,1,0.0
6912,My Street,1,1,0.0
6913,Wild 9,0,1,0.0
6914,Shadow Hearts: Covenant,0,1,0.0
6918,Risen 2: Dark Waters,0,1,0.0
6921,Game & Wario,1,1,0.0
6922,PGA Tour 96,1,1,0.0
6923,Onechanbara Z2: Chaos,0,1,0.0
6925,Covert Ops: Nuclear Dawn,0,1,0.0
6929,TrackMania: Build to Race,1,1,0.0
6931,Galaga: Destination Earth,0,1,0.0
6933,Ar tonelico Qoga: Knell of Ar Ciel,0,1,0.0
6937,Tony Hawk's Downhill Jam,1,1,0.0
6940,Dark Cavern,0,1,0.0
6944,Sands of Destruction,0,1,0.0
6946,Silent Hill: Book of Memories,1,1,0.0
6947,Lunar Knights,1,1,0.0
6948,The Walking Dead: Season Two,0,1,0.0
6957,Wallace & Gromit in Project Zoo,0,1,0.0
6959,Wizards of Waverly Place: Spellbound,1,1,0.0
6961,Etrian Mystery Dungeon,0,1,0.0
6963,Street Fighter EX2 Plus,1,1,0.0
6966,Big Beach Sports 2,1,1,0.0
6968,Jet X20,1,1,0.0
6976,Saint Seiya: Sanctuary Battle,1,1,0.0
6978,Meteos,1,1,1.0
6981,Cross Edge,0,1,0.0
6985,Me & My Katamari,1,1,0.0
6986,Asphalt: Injection,1,1,0.0
6987,Total War: Attila,1,1,0.0
6992,Test Drive: Eve of Destruction,1,1,0.0
6997,Carnival Island,1,1,0.0
6998,Jeremy McGrath Supercross World,1,1,0.0
6999,M&M's Kart Racing,1,1,0.0
7000,Rock Band Track Pack: Classic Rock,1,1,0.0
7001,The Scorpion King: Rise of the Akkadian,0,1,0.0
7002,Let's Make a Soccer Team!,1,1,0.0
7005,All-Star Baseball 2001,1,1,0.0
7010,Pitfall: The Big Adventure,0,1,0.0
7012,Worms: Battle Islands,1,1,0.0
7014,Harvest Moon GB,0,1,0.0
7018,NCAA GameBreaker 2003,1,1,0.0
7020,Gundam Battle Assault,1,1,0.0
7021,Virtua Fighter Kids,1,1,0.0
7022,Lunar: Silver Star Story,0,1,0.0
7028,Age of Empires: The Age of Kings,1,1,0.0
7030,Tom Clancy's Rainbow Six: Rogue Spear,1,1,0.0
7031,NHL FaceOff 2001,1,1,0.0
7035,Tribes: Aerial Assault,1,0,0.0
7036,Colony Wars: Vengeance,0,1,0.0
7037,Last Window: The Secret of Cape West,0,1,0.0
7047,Luminous Arc 2,1,1,0.0
7053,Deadly Creatures,0,1,0.0
7056,Mega Man & Bass,0,1,0.0
7057,NBA Live 15,1,1,0.0
7068,World Series of Poker 2008: Battle for the Bracelets,1,1,0.0
7071,Genji: Dawn of the Samurai,0,1,0.0
7072,Rocket League,1,1,1.0
7078,Tales of VS.,1,1,0.0
7080,Super Swing Golf,1,1,0.0
7083,Barbie and the Three Musketeers,0,1,0.0
7087,Soldier of Fortune II: Double Helix,1,1,0.0
7090,Final Fantasy XI: Treasures of Aht Urhgan,1,0,1.0
7091,Alundra,0,1,0.0
7094,Super R-Type,0,1,0.0
7095,Rampage 2: Universal Tour,1,1,0.0
7098,BlowOut,0,1,0.0
7102,The Raiden Project,1,1,0.0
7103,Hooked! Real Motion Fishing,1,1,0.0
7104,Pocket Fighter,1,1,0.0
7106,Valhalla Knights 2,1,1,0.0
7108,Disgaea: Afternoon of Darkness,1,1,0.0
7109,Ratchet & Clank: Full Frontal Assault,1,1,0.0
7112,NCAA GameBreaker 2004,1,1,0.0
7120,Tetris Attack,1,1,1.0
7121,NBA ShootOut 2003,1,1,0.0
7128,Rogue Ops,0,1,0.0
7134,Legion: The Legend of Excalibur,0,1,0.0
7135,FaceBreaker K.O. Party,1,1,0.0
7136,Justice League Heroes,1,1,0.0
7141,Sword Art Online: Infinity Moment,0,1,0.0
7142,Spartan: Total Warrior,0,1,0.0
7143,Killer is Dead,0,1,0.0
7146,64 de Hakken! Tamagotchi Minna de Tamagotchi World,1,1,0.0
7151,Ys Seven,0,1,0.0
7158,Whirl Tour,1,1,0.0
7159,Time Crisis: Crisis Zone,0,1,0.0
7164,Hatsune Miku: Project Mirai 2,0,1,0.0
7165,Skies of Arcadia Legends,0,1,0.0
7171,Ragnarok DS,1,1,0.0
7172,Ford vs. Chevy,1,1,0.0
7174,Hamtaro: Ham-Ham Games,0,1,0.0
7175,Danny Phantom: The Ultimate Enemy,0,1,0.0
7177,MotoGP 09/10,1,1,0.0
7178,Rune Factory: Tides of Destiny,0,1,0.0
7179,A Boy and His Blob,0,1,0.0
7185,Super Adventure Island,0,1,0.0
7188,NFL Quarterback Club 97,1,1,0.0
7192,Dino Stalker,0,1,0.0
7198,Mega Man Zero 3,0,1,0.0
7202,Castlevania: Lords of Shadow 2,0,1,0.0
7205,Tenchu: Shadow Assassins,0,1,0.0
7206,Barbie Super Sports,1,1,0.0
7207,CSI: Fatal Conspiracy,0,1,0.0
7212,Dungeon Hunter Alliance,1,1,0.0
7218,Cursed Mountain,0,1,0.0
7224,Mega Man 64,0,1,0.0
7228,Tales of Graces,1,1,0.0
7229,Age of Empires: Mythologies,1,1,0.0
7230,Viewtiful Joe 2,0,1,0.0
7234,Jewel Quest: Expeditions,1,1,0.0
7235,NBA Jam Extreme,1,1,0.0
7237,Touch the Dead,1,1,0.0
7238,Tropico 3,0,1,0.0
7241,NHL Championship 2000,1,1,0.0
7243,Shellshock: Nam '67,0,1,0.0
7245,Kartia: The Word of Fate,0,1,0.0
7246,Tales of Berseria,1,1,1.0
7248,Magna Carta: Tears of Blood,0,1,0.0
7251,NBA Live 09 All-Play,1,1,0.0
7252,Infinite Space,1,1,0.0
7254,Transformers: Devastation,0,1,0.0
7261,NFL Quarterback Club 2002,1,1,0.0
7262,Kirby's Star Stacker,1,1,0.0
7264,Full Auto,1,1,0.0
7266,Growlanser: Heritage of War,0,1,0.0
7269,Rugby 2004,1,1,0.0
7270,Disney's Magical Quest Starring Mickey and Minnie,1,1,0.0
7271,Spirit Camera: The Cursed Memoir,0,1,0.0
7283,Samurai Jack: The Amulet of Time,0,1,0.0
7287,Sports Car GT,1,1,0.0
7288,Lost Planet 3,1,1,1.0
7289,Order Up!,1,1,0.0
7290,Code Name: S.T.E.A.M.,1,1,0.0
7291,SBK X: Superbike World Championship,1,1,0.0
7292,NBA Live 14,1,1,0.0
7302,Apache: Air Assault,1,1,0.0
7304,Herdy Gerdy,0,1,0.0
7306,EVE Online,1,0,1.0
7308,Ninja Gaiden: Dragon Sword,0,1,0.0
7313,Dark Summit,1,1,0.0
7315,Cabela's Big Game Hunter: Ultimate Challenge,0,1,0.0
7316,The Legend of Heroes: Trails in the Sky First Chapter,0,1,0.0
7318,Steins;Gate,0,1,0.0
7319,The Dukes of Hazzard: Return of the General Lee,1,1,0.0
7328,Final Fantasy Fables: Chocobo's Dungeon,1,1,0.0
7331,Disaster Report,0,1,0.0
7333,We Sing Robbie Williams,0,1,0.0
7336,Akiba's Trip: Undead & Undressed,0,1,0.0
7338,College Hoops 2K7,1,1,0.0
7340,Big League Sports,1,1,0.0
7342,WCW Backstage Assault,1,1,0.0
7344,Baja: Edge of Control,1,1,0.0
7345,Wild Wild Racing,1,1,0.0
7350,Robotech: The Macross Saga,1,1,0.0
7351,Yu Yu Hakusho: Dark Tournament,1,1,0.0
7354,Conflict Zone,1,1,0.0
7356,de Blob 2,1,1,0.0
7360,50 Cent: Blood on the Sand,0,1,0.0
7363,Tenchu: Return From Darkness,1,1,0.0
7366,Neo Contra,1,1,0.0
7367,MVP Baseball,1,1,0.0
7368,GRID Autosport,1,1,0.0
7371,RealSports Baseball,1,1,0.0
7380,Pac-Man World 3,0,1,0.0
7390,Champion Jockey: G1 Jockey & Gallop Racer,1,1,0.0
7392,Yoga Wii,1,1,0.0
7394,Cabela's Survival: Shadows of Katmai,0,1,0.0
7395,Prince of Persia: Revelations,0,1,0.0
7397,Front Mission 5: Scars of the War,0,1,0.0
7399,The Fairly OddParents: Breakin' Da Rules,0,1,0.0
7400,Namco Museum Megamix,1,1,0.0
7401,Wedding Dash,0,1,0.0
7402,Hot Shots Tennis: Get a Grip,1,1,0.0
7403,Summoner 2,0,1,0.0
7405,Shadow of Destiny,0,1,0.0
7411,ClayFighter 63 1/3,1,1,0.0
7414,Cruis'n Exotica,1,1,0.0
7417,Heroes of Ruin,1,1,0.0
7421,The King of Fighters '96,1,1,0.0
7423,WRC: FIA World Rally Championship,1,1,0.0
7425,Threads of Fate,0,1,0.0
7426,PoPoLoCrois Monogatari II,1,1,0.0
7428,Vampire Rain,1,1,0.0
7430,Deus Ex: The Conspiracy,1,1,1.0
7431,Unreal II: The Awakening,1,1,0.0
7432,Rumble Racing,1,1,0.0
7434,Disgaea D2: A Brighter Darkness,0,1,0.0
7436,Just Dance: Greatest Hits,1,1,0.0
7439,Solatorobo: Red the Hunter,1,1,0.0
7440,Tales of Phantasia: Narikiri Dungeon X,0,1,0.0
7441,JSRF: Jet Set Radio Future,1,1,0.0
7448,Project: Snowblind,1,1,0.0
7449,Tony Hawk's Motion,0,1,0.0
7451,Mortal Kombat: Special Forces,0,1,0.0
7454,Dragon Ball Z: Harukanaru Densetsu,1,1,0.0
7459,Evil Dead: Regeneration,0,1,0.0
7463,Marvel Super Hero Squad: Comic Combat,0,1,0.0
7465,Barbie Fashion Show: An Eye for Style,0,1,0.0
7468,NHL 2K3,1,1,0.0
7473,Final Fight One,0,1,1.0
7477,Gallop Racer 2003: A New Breed,1,1,0.0
7482,Anarchy Reigns,1,1,0.0
7490,Kung Fu Rider,0,1,0.0
7494,The Wolf Among Us,0,1,1.0
7502,Enchanted Arms,1,1,0.0
7505,Trade & Battle: Card Hero,1,0,0.0
7511,Frogger 3D,1,1,0.0
7520,Buzz! The Schools Quiz,1,1,0.0
7522,Suikoden Tactics,0,1,0.0
7525,Mobile Suit Gundam: Crossfire,1,1,0.0
7526,Phantasy Star Online,1,1,0.0
7527,Crazy Taxi 3: High Roller,0,1,0.0
7529,Just Dance 2: Extra Songs,1,1,0.0
7531,International Superstar Soccer 2000,0,1,0.0
7534,The Bible Game,1,1,0.0
7536,Shining Blade,0,1,0.0
7537,Fairy Fencer F,0,1,0.0
7538,Atelier Shallie: Alchemists of the Dusk Sea,0,1,0.0
7552,Langrisser III,0,1,0.0
7555,Dragon Ball: Revenge of King Piccolo,1,1,0.0
7556,Spectrobes: Origins,1,1,0.0
7557,Earth Defense Force: Insect Armageddon,0,1,0.0
7558,Pitfall: The Lost Expedition,0,1,0.0
7564,XCOM 2,1,1,1.0
7565,International Cricket 2010,0,1,0.0
7568,All Star Pro-Wrestling,1,1,0.0
7569,Way of the Samurai 4,0,1,0.0
7571,Harvest Moon: More Friends of Mineral Town,0,1,0.0
7572,Captain America: Super Soldier,0,1,0.0
7575,NHL 17,1,1,0.0
7581,7th Dragon 2020,0,1,0.0
7587,Dead to Rights II,0,1,0.0
7588,Super Dodge Ball Advance,1,1,0.0
7590,Ridge Racer 6,1,1,0.0
7594,Treasure World,0,1,0.0
7596,Body and Brain Connection,1,1,0.0
7603,Speed Punks,1,1,0.0
7605,No More Heroes: Heroes' Paradise,0,1,0.0
7612,NCAA Final Four 2004,1,1,0.0
7615,Famista 64,1,1,0.0
7617,Magical Tetris Challenge,1,1,0.0
7618,Twisted Edge Extreme Snowboarding,1,1,0.0
7621,Body Harvest,0,1,0.0
7622,San Francisco Rush 2049,1,1,0.0
7623,Super Robot Taisen 64,0,1,0.0
7624,Snowboard Kids,1,1,0.0
7627,Shining Hearts,0,1,0.0
7629,Code of Princess,1,1,0.0
7632,Tony Hawk's Pro Skater 5,1,1,0.0
7636,The Witch and the Hundred Knight,0,1,0.0
7637,Nobunaga no Yabou: Reppuuden,1,0,0.0
7644,Treasure Hunter G,0,1,0.0
7645,Untold Legends: Dark Kingdom,1,1,0.0
7647,Wing Arms,0,1,0.0
7651,BioShock The Collection,0,1,0.0
7656,The Cheetah Girls: Passport to Stardom,1,1,0.0
7662,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,1,1,0.0
7664,Soldier of Fortune: Payback,1,1,0.0
7666,Bleach: The 3rd Phantom,0,1,0.0
7670,Spore Hero Arena,1,1,0.0
7674,Record of Agarest War,0,1,0.0
7676,Sid Meier's Pirates!,0,1,0.0
7681,Bust-A-Move 2 Arcade Edition,1,1,0.0
7683,Tom Clancy's Splinter Cell: Essentials,1,1,0.0
7687,Forgotten Realms: Demon Stone,0,1,0.0
7688,Super Baseball Simulator 1.000,1,1,0.0
7692,Looney Tunes: Space Race,1,1,0.0
7696,Playboy: The Mansion,0,1,0.0
7706,MC Groovz Dance Craze,1,1,0.0
7708,Tom and Jerry in House Trap,1,1,0.0
7710,101-in-1 Explosive Megamix,1,1,0.0
7717,UFC: Tapout,1,1,0.0
7722,Predator: Concrete Jungle,0,1,0.0
7725,Big Mutha Truckers 2,0,1,0.0
7729,Zombie Army Trilogy,1,1,0.0
7731,Mana Khemia 2: Fall of Alchemy,0,1,0.0
7736,Iron Chef America: Supreme Cuisine,1,1,0.0
7738,The Rise of the Argonauts,0,1,0.0
7745,Dragon Ball Z: Idainaru Dragon Ball Densetsu,1,1,0.0
7748,Conflict: Denied Ops,1,1,0.0
7749,Saw II: Flesh & Blood,0,1,0.0
7752,Arc Rise Fantasia,0,1,0.0
7765,Dinotopia: The Timestone Pirates,0,1,0.0
7768,The Sims 4: Get Together,0,1,0.0
7770,Pac-Man & Galaga Dimensions,0,1,0.0
7773,NCAA Final Four 2003,1,1,0.0
7774,Air Conflicts: Secret Wars,0,1,0.0
7778,Disgaea DS,1,1,0.0
7780,Space Invaders Extreme 2,1,1,0.0
7789,Breath of Fire: Dragon Quarter,0,1,0.0
7795,Re-Volt,1,1,0.0
7796,Conception II: Children of the Seven Stars,0,1,0.0
7799,DanceMasters,1,1,0.0
7801,Disney's Magical Mirror Starring Mickey Mouse,0,1,0.0
7805,FaceBreaker,1,1,0.0
7807,Might & Magic: Clash of Heroes,1,1,0.0
7810,Mace Griffin: Bounty Hunter,0,1,0.0
7818,Aliens versus Predator: Extinction,0,1,0.0
7821,Silent Scope 2: Dark Silhouette,1,1,0.0
7824,Tokimeki Memorial Girl's Side 3rd Story,0,1,0.0
7825,NHL Hitz Pro,1,1,0.0
7827,Allied General,1,1,0.0
7829,Kamen Rider: Battride War,1,1,0.0
7833,Armored Core: For Answer,1,1,0.0
7839,SNK Arcade Classics Vol. 1,0,1,0.0
7840,Darkstalkers 3,1,1,0.0
7841,SpongeBob's Surf & Skate Roadtrip,1,1,0.0
7848,Kan Colle Kai,0,1,0.0
7854,Sudeki,0,1,0.0
7858,Hyperdevotion Noire: Goddess Black Heart,0,1,0.0
7860,Mace: The Dark Age,1,1,0.0
7861,AeroFighters Assault,1,1,0.0
