ES_Name,Name,Release_date,platform,Analyst_Score,Community_score,N_com_votes
King's Quest - Chapter I: A Knight to Remember,King´s Quest,29/7/2015,XBOne,,9.33,3
King's Quest - Chapter I: A Knight to Remember,King´s Quest,29/7/2015,PS4,9,7.94,6
King's Quest - Chapter I: A Knight to Remember,King´s Quest,29/7/2015,PS3,,-,Sin
King's Quest - Chapter I: A Knight to Remember,King´s Quest,29/7/2015,X360,,-,Sin
Lara Croft GO,Lara Croft GO,3/12/2016,iPhone,,-,Sin
Lara Croft GO,Lara Croft GO,3/12/2016,Android,9,7.66,3
Gears of War: Ultimate Edition,Gears of War Remastered,28/8/2015,XBOne,9,8.83,76
Runbow,Runbow Deluxe Edition,3/7/2018,WiiU,9,9,2
Lovers in a Dangerous Spacetime,Lovers in a Dangerous Spacetime,9/9/2015,XBOne,,9.38,4
Tearaway Unfolded,Tearaway Unfolded,9/9/2015,PS4,9,7.97,33
Lovers in a Dangerous Spacetime,Lovers in a Dangerous Spacetime,9/9/2015,PC,9,-,Sin
Destiny: El Rey de los Poseídos,Destiny: The Taken King,15/9/2015,PS4,9,8.24,50
Destiny: El Rey de los Poseídos,Destiny: The Taken King,15/9/2015,XBOne,,6.92,4
Destiny: El Rey de los Poseídos,Destiny: The Taken King,15/9/2015,X360,,9.21,5
Destiny: El Rey de los Poseídos,Destiny: The Taken King,15/9/2015,PS3,,8.57,10
Skylanders SuperChargers,Skylanders SuperChargers,25/9/2015,WiiU,9,8.75,4
Skylanders SuperChargers,Skylanders SuperChargers,25/9/2015,XBOne,,-,Sin
Skylanders SuperChargers,Skylanders SuperChargers,25/9/2015,X360,,7.5,2
Skylanders SuperChargers,Skylanders SuperChargers,25/9/2015,PS3,,-,Sin
Skylanders SuperChargers,Skylanders SuperChargers,25/9/2015,PS4,,7.4,5
Skylanders SuperChargers,Skylanders SuperChargers,25/9/2015,WII,,10,1
NBA 2K16,NBA 2K16,29/9/2015,PC,,9.66,3
NBA 2K16,NBA 2K16,29/9/2015,XBOne,,7.66,3
NBA 2K16,NBA 2K16,29/9/2015,PS4,9,7.66,40
Rock Band 4,Rock Band 4,6/10/2015,PS4,9,9,2
Rock Band 4,Rock Band 4,6/10/2015,XBOne,,9,2
Sid Meier's Civilization: Beyond Earth - Rising Tide,Sid Meier's Civilization: Beyond Earth - Rising Tide,9/10/2015,PC,9,9.69,4
The Talos Principle,The Talos Principle,11/12/2014,PS4,9,8.32,18
Tales of Zestiria,Tales of Zestiria,16/10/2015,PS3,,7.74,22
Tales of Zestiria,Tales of Zestiria,16/10/2015,PS4,9,8.22,48
Tales of Zestiria,Tales of Zestiria,16/10/2015,PC,,7.43,16
Guitar Hero Live,Guitar Hero Live,23/10/2015,PS4,9,7.29,11
Guitar Hero Live,Guitar Hero Live,23/10/2015,XBOne,,10,1
Guitar Hero Live,Guitar Hero Live,23/10/2015,X360,,10,3
Guitar Hero Live,Guitar Hero Live,23/10/2015,PS3,,8.3,4
Guitar Hero Live,Guitar Hero Live,23/10/2015,WiiU,,-,Sin
Divinity: Original Sin Enhanced Edition,Divinity: Original Sin Enhanced Edition,27/10/2015,PS4,9,8.31,13
Divinity: Original Sin Enhanced Edition,Divinity: Original Sin Enhanced Edition,27/10/2015,XBOne,,9.41,11
Nuclear Throne,Nuclear Throne,5/12/2015,PS4,,8.3,7
Nuclear Throne,Nuclear Throne,5/12/2015,PC,9,8.78,6
The Bit.Trip,The Bit Trip,5/12/2015,PS4,9,9,1
The Bit.Trip,The Bit Trip,5/12/2015,PSVITA,,-,Sin
Yakuza 5 PSN,Yakuza 5 PSN,8/12/2015,PS3,9,9.22,42
Does not Commute,Does not Commute,23/4/2015,iPhone,,9,1
Does not Commute,Does not Commute,23/4/2015,Android,8.9,-,Sin
Dying Light,Dying Light,27/1/2015,PC,,8.55,72
Dying Light,Dying Light,27/1/2015,PS4,8.8,8.42,125
Dying Light,Dying Light,27/1/2015,XBOne,,8.19,22
Gunman Clive 2,Gunman Clive 2 eShop,29/1/2015,3DS,8.8,7.72,7
Mortal Kombat X,Mortal Kombat X,14/4/2015,PS4,8.8,8.49,120
Mortal Kombat X,Mortal Kombat X,14/4/2015,XBOne,,8.08,19
Mortal Kombat X,Mortal Kombat X,14/4/2015,PC,,8.04,21
Project Cars,Project Cars,7/5/2015,PC,8.8,9.08,32
Tales from the Borderlands - Episode 3: Catch a Ride,Tales from the Borderlands - Episodio 3,23/6/2015,PC,,-,Sin
Tales from the Borderlands - Episode 3: Catch a Ride,Tales from the Borderlands - Episodio 3,23/6/2015,X360,,10,1
Tales from the Borderlands - Episode 3: Catch a Ride,Tales from the Borderlands - Episodio 3,23/6/2015,XBOne,,-,Sin
Tales from the Borderlands - Episode 3: Catch a Ride,Tales from the Borderlands - Episodio 3,23/6/2015,PS3,,-,Sin
Tales from the Borderlands - Episode 3: Catch a Ride,Tales from the Borderlands - Episodio 3,23/6/2015,PS4,8.8,7.36,2
Super Mario Maker,Super Mario Maker,11/9/2015,WiiU,8.8,8.49,62
Forza Motorsport 6,Forza Motorsport 6,18/9/2015,XBOne,8.8,9,41
FIFA 16,FIFA 16,24/9/2015,PS4,8.8,7.41,83
FIFA 16,FIFA 16,24/9/2015,XBOne,,6.3,35
FIFA 16,FIFA 16,24/9/2015,PC,,8.44,17
Shin Megami Tensei Devil Survivor 2: Record Breaker,Devil Survivor 2: Break Record,30/10/2015,3DS,8.8,8.16,3
Zodiac: Orcanon Odyssey,Zodiac: Orcanon Odyssey,Cancelado,iPhone,8.8,9.66,3
DiRT Rally,DiRT Rally,7/12/2015,PC,8.8,8.77,13
Magic: The Gathering - Puzzle Quest,Magic: The Gathering - Puzzle Quest,10/12/2015,iPhone,,-,Sin
Magic: The Gathering - Puzzle Quest,Magic: The Gathering - Puzzle Quest,10/12/2015,Android,8.8,10,1
N++,n plus plus,24/5/2018,PS4,8.7,9.54,2
Disgaea 5: Alliance of Vengeance,Disgaea 5: Alliance of Vengeance,16/10/2015,PS4,8.7,8.59,5
Tales from the Borderlands - Episode 5: The Vault of the Traveler,Tales from the Borderlands - Episode 5: The Vault of the Traveler,21/10/2015,PS4,8.7,8.5,5
Tales from the Borderlands - Episode 5: The Vault of the Traveler,Tales from the Borderlands - Episode 5: The Vault of the Traveler,21/10/2015,XBOne,,-,Sin
Tales from the Borderlands - Episode 5: The Vault of the Traveler,Tales from the Borderlands - Episode 5: The Vault of the Traveler,21/10/2015,PC,,7,1
Tales from the Borderlands - Episode 5: The Vault of the Traveler,Tales from the Borderlands - Episode 5: The Vault of the Traveler,21/10/2015,PS3,,6,1
Tales from the Borderlands - Episode 5: The Vault of the Traveler,Tales from the Borderlands - Episode 5: The Vault of the Traveler,21/10/2015,X360,,-,Sin
Call of Duty: Black Ops III,Call of Duty: Black Ops 3,6/11/2015,PS4,8.7,7.33,159
Call of Duty: Black Ops III,Call of Duty: Black Ops 3,6/11/2015,XBOne,,7.8,20
Call of Duty: Black Ops III,Call of Duty: Black Ops 3,6/11/2015,PC,,7.77,26
Football Manager 2016,Football Manager 2016,13/11/2015,PC,8.7,8.76,8
Hotline Miami 2: Wrong Number,Hotline Miami 2: Wrong Number,10/3/2015,PC,8.6,8.9,15
Hotline Miami 2: Wrong Number,Hotline Miami 2: Wrong Number,10/3/2015,PSVITA,,9.07,5
Hotline Miami 2: Wrong Number,Hotline Miami 2: Wrong Number,10/3/2015,PS4,,8.03,6
Hotline Miami 2: Wrong Number,Hotline Miami 2: Wrong Number,10/3/2015,PS3,,8.57,5
Crypt of the NecroDancer,Crypt of the NecroDancer,23/4/2015,PC,8.6,9.5,9
Project Cars,Project Cars,7/5/2015,XBOne,,7.95,5
Project Cars,Project Cars,7/5/2015,PS4,8.6,8.05,43
Wasteland 2,Wasteland 2: Directors Cut,16/10/2015,XBOne,,9,3
Wasteland 2,Wasteland 2: Directors Cut,16/10/2015,PS4,8.6,7.82,7
Assassin's Creed Syndicate,Assassins Creed Victory,23/10/2015,PS4,8.6,7.69,119
Assassin's Creed Syndicate,Assassins Creed Victory,23/10/2015,XBOne,,7.4,22
BlazBlue: Chrono Phantasma Extend,BlazBlue: ChronoPhantasma Extend,23/10/2015,PS4,8.6,9.03,9
BlazBlue: Chrono Phantasma Extend,BlazBlue: ChronoPhantasma Extend,23/10/2015,PS3,,5,1
BlazBlue: Chrono Phantasma Extend,BlazBlue: ChronoPhantasma Extend,23/10/2015,XBOne,,8.33,3
BlazBlue: Chrono Phantasma Extend,BlazBlue: ChronoPhantasma Extend,23/10/2015,PSVITA,,7.5,2
Assassin's Creed Syndicate,Assassins Creed Victory,23/10/2015,PC,,7.78,16
Resident Evil HD Remaster,Resident Evil HD Remaster,21/1/2015,XBOne,,8.48,8
Resident Evil HD Remaster,Resident Evil HD Remaster,21/1/2015,X360,,9.2,19
Resident Evil HD Remaster,Resident Evil HD Remaster,21/1/2015,PC,,9.12,20
The Witcher: Battle Arena,The Witcher: Battle Arena,21/1/2015,iPhone,,7,2
The Witcher: Battle Arena,The Witcher: Battle Arena,21/1/2015,Android,8.5,8.5,2
Resident Evil HD Remaster,Resident Evil HD Remaster,21/1/2015,PS4,8.5,8.65,106
Resident Evil HD Remaster,Resident Evil HD Remaster,21/1/2015,PS3,,8.88,26
Gravity Ghost,Gravity Ghost,Agosto 2019,PC,8.5,-,Sin
Grim Fandango Remastered,Grim Fandango Remastered,28/1/2015,PC,8.5,8,7
Baboon!,Baboon!,26/4/2017,PSVITA,8.5,-,Sin
Grim Fandango Remastered,Grim Fandango Remastered,28/1/2015,PSVITA,,8.49,10
Grim Fandango Remastered,Grim Fandango Remastered,28/1/2015,PS4,8.5,7.81,42
Deathtrap,World of Van Helsing: Deathtrap,4/2/2015,PC,8.5,9.33,3
Grow Home,Grow Home,1/9/2015,PC,8.5,6.78,5
Shantae and the Pirate's Curse eShop,Shantae and the Pirate's Curse eShop,5/2/2015,3DS,8.5,7.48,14
Shantae and the Pirate's Curse eShop,Shantae and the Pirate's Curse eShop,5/2/2015,WiiU,,8.18,8
Total War: Attila,Total War Atila,17/2/2015,PC,8.5,8.94,22
The Book of Unwritten Tales 2,The Book of Unwritten Tales 2,18/9/2015,PC,8.5,8,4
Helldivers,Helldivers,4/3/2015,PS4,8.5,7.73,10
Helldivers,Helldivers,4/3/2015,PS3,,8.21,5
Helldivers,Helldivers,4/3/2015,PSVITA,,9.23,4
OlliOlli 2,OlliOlli 2: Welcome to Olliwood,4/3/2015,PS4,8.5,6.9,6
OlliOlli 2,OlliOlli 2: Welcome to Olliwood,4/3/2015,PSVITA,,5.76,7
3D Out Run eShop,3D Outrun,12/3/2015,3DS,8.5,8.75,11
Azure Striker Gunvolt eShop,Azure Striker Gunvolt eShop,2/4/2015,3DS,8.5,8.32,7
Dead Synchronicity: Tomorrow comes Today,Dead Synchronicity: Tomorrow comes Today,10/4/2015,PC,8.5,7.41,8
Convoy,Convoy,21/4/2015,PC,8.5,-,Sin
Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,Puzzles & Dragons Z,8/5/2015,3DS,8.5,8.4,8
Not a Hero,Not a Hero,14/5/2015,PC,8.5,6.76,4
Final Fantasy X/X-2 HD Remaster,Final Fantasy X | X-2 HD Remaster,15/5/2015,PS4,8.5,8.83,72
Splatoon,Splatoon,29/5/2015,WiiU,8.5,8.68,150
Devil May Cry 4: Special Edition,Devil May Cry 4: Special Edition,23/6/2015,PS4,8.5,8.15,26
Devil May Cry 4: Special Edition,Devil May Cry 4: Special Edition,23/6/2015,XBOne,,6.36,2
Devil May Cry 4: Special Edition,Devil May Cry 4: Special Edition,23/6/2015,PC,,7.79,12
Magic Duels: Orígenes,Magic Duels: Origins,31/7/2015,iPhone,8.5,-,Sin
AR-K: La Gran Evasión,AR-K: Episodio 3,14/7/2015,PC,8.5,9.25,9
Trials Fusion: The Awesome Max Edition,Trials Fusion: The Awesome Max Edition,15/7/2015,PS4,8.5,8.16,3
Trials Fusion: The Awesome Max Edition,Trials Fusion: The Awesome Max Edition,15/7/2015,XBOne,,7.9,2
Trials Fusion: The Awesome Max Edition,Trials Fusion: The Awesome Max Edition,15/7/2015,PC,,-,Sin
Rare Replay,Rare Replay,4/8/2015,XBOne,8.5,8.71,54
Brothers: A Tale of Two Sons,Brothers: A Tale of Two Sons,12/8/2015,PS4,8.5,7.77,11
Brothers: A Tale of Two Sons,Brothers: A Tale of Two Sons,12/8/2015,XBOne,,8.35,6
Smite,Smite,24/3/2014,XBOne,8.5,8.07,4
Pac-Man 256,PAC-MAN 256 Laberinto sin fin,21/6/2016,iPhone,8.5,5,3
Pac-Man 256,PAC-MAN 256 Laberinto sin fin,21/6/2016,Android,,8,1
One Piece: Pirate Warriors 3,One Piece: Pirate Warriors 3,28/8/2015,PS4,8.5,8.27,31
Stasis,Stasis,31/8/2015,PC,8.5,8.09,3
Disney Infinity 3.0: Play Without Limits,Disney Infinity 3.0: Play Without Limits,4/9/2015,PS4,8.5,8.14,8
Disney Infinity 3.0: Play Without Limits,Disney Infinity 3.0: Play Without Limits,4/9/2015,XBOne,,8,2
Disney Infinity 3.0: Play Without Limits,Disney Infinity 3.0: Play Without Limits,4/9/2015,WiiU,,8.18,2
Castle Crashers Remastered,Castle Crashers,9/9/2015,XBOne,8.5,9.41,6
The Book of Unwritten Tales 2,The Book of Unwritten Tales 2,18/9/2015,XBOne,,8,1
The Book of Unwritten Tales 2,The Book of Unwritten Tales 2,18/9/2015,PS4,8.5,7.73,6
Else Heart.Break(),Else Heart.Break(),24/9/2015,PC,8.5,-,Sin
Uncharted: The Nathan Drake Collection,Uncharted Trilogy Remastered,7/10/2015,PS4,8.5,8.81,166
Broforce,Broforce,15/10/2015,PC,8.5,8.36,8
Human Resource Machine,Human Resource Machine,15/10/2015,PC,8.5,7.5,3
The Legend of Zelda: Tri Force Heroes,The Legend of Zelda: Triforce Heroes,23/10/2015,3DS,8.5,6.94,33
Anno 2205,Anno 2205,3/11/2015,PC,8.5,8.22,9
Star Wars: Battlefront,Star Wars: Battlefront,19/11/2015,PC,,7.35,27
Star Wars: Battlefront,Star Wars: Battlefront,19/11/2015,XBOne,,6.05,105
Star Wars: Battlefront,Star Wars: Battlefront,19/11/2015,PS4,8.5,7.19,111
Badland 2,Badland 2,17/12/2015,iPhone,8.5,5,1
Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker,2/1/2015,WiiU,8.4,7.83,61
DmC: Definitive Edition,Devil May Cry,10/3/2015,PS4,8.4,7.78,35
DmC: Definitive Edition,Devil May Cry,10/3/2015,XBOne,,8.75,6
Heroki,Heroki,2/7/2015,iPhone,8.4,-,Sin
So Many Me,So Many Me,14/2/2017,XBOne,8.4,7.78,6
Pro Evolution Soccer 2016,PES 2016,17/9/2015,PC,,7.28,20
Pro Evolution Soccer 2016,PES 2016,17/9/2015,XBOne,,7,1
Pro Evolution Soccer 2016,PES 2016,17/9/2015,PS4,8.4,7.41,45
Transformers: Devastation,Transformers: Devastation,9/10/2015,PC,,-,Sin
Transformers: Devastation,Transformers: Devastation,9/10/2015,PS4,8.4,6.53,15
Transformers: Devastation,Transformers: Devastation,9/10/2015,XBOne,,8.09,3
Transformers: Devastation,Transformers: Devastation,9/10/2015,PS3,,8,1
Transformers: Devastation,Transformers: Devastation,9/10/2015,X360,,10,1
Evolve,Evolve,10/2/2015,PC,,6.33,31
Evolve,Evolve,10/2/2015,XBOne,8.3,6.5,10
Evolve,Evolve,10/2/2015,PS4,,6.59,34
The Escapists,The Escapists,13/2/2015,PC,,7.68,4
The Escapists,The Escapists,13/2/2015,XBOne,8.3,8.55,9
Resident Evil Revelations 2,Resident Evil Revelations 2,25/2/2015,PS4,8.3,7.79,76
Resident Evil Revelations 2,Resident Evil Revelations 2,25/2/2015,XBOne,,9.08,6
Resident Evil Revelations 2,Resident Evil Revelations 2,25/2/2015,PS3,,7.59,26
Resident Evil Revelations 2,Resident Evil Revelations 2,25/2/2015,X360,,7.89,11
Resident Evil Revelations 2,Resident Evil Revelations 2,25/2/2015,PC,,7.47,19
Tales from the Borderlands - Episode 2: Atlas Mugged,Tales from the Borderlands - Episode 2,18/3/2015,PC,,-,Sin
Tales from the Borderlands - Episode 2: Atlas Mugged,Tales from the Borderlands - Episode 2,18/3/2015,XBOne,,7,1
Tales from the Borderlands - Episode 2: Atlas Mugged,Tales from the Borderlands - Episode 2,18/3/2015,X360,,-,Sin
Tales from the Borderlands - Episode 2: Atlas Mugged,Tales from the Borderlands - Episode 2,18/3/2015,PS4,8.3,7.33,3
Tales from the Borderlands - Episode 2: Atlas Mugged,Tales from the Borderlands - Episode 2,18/3/2015,PS3,,-,Sin
Life is Strange - Episode 2,Life is Strange - Episode 2,24/3/2015,PC,,7.41,4
Life is Strange - Episode 2,Life is Strange - Episode 2,24/3/2015,XBOne,,8,1
Life is Strange - Episode 2,Life is Strange - Episode 2,24/3/2015,PS4,8.3,6.93,7
Life is Strange - Episode 2,Life is Strange - Episode 2,24/3/2015,X360,,10,1
Life is Strange - Episode 2,Life is Strange - Episode 2,24/3/2015,PS3,,8.07,6
Tales from the Borderlands - Episode 4: Escape Plan Bravo,Tales from the Borderlands - Episode 4: Escape Plan Bravo,18/8/2015,PS3,8.3,-,Sin
Tales from the Borderlands - Episode 4: Escape Plan Bravo,Tales from the Borderlands - Episode 4: Escape Plan Bravo,18/8/2015,PS4,8.3,9,3
Tales from the Borderlands - Episode 4: Escape Plan Bravo,Tales from the Borderlands - Episode 4: Escape Plan Bravo,18/8/2015,PC,,-,Sin
Tales from the Borderlands - Episode 4: Escape Plan Bravo,Tales from the Borderlands - Episode 4: Escape Plan Bravo,18/8/2015,X360,8.3,-,Sin
Tales from the Borderlands - Episode 4: Escape Plan Bravo,Tales from the Borderlands - Episode 4: Escape Plan Bravo,18/8/2015,XBOne,,-,Sin
Evoland 2: A Slight Case of Spacetime Continuum Disorder,Evoland 2: A Slight Case of Spacetime Continuum Disorder,25/8/2015,PC,8.3,8.51,7
The Walking Dead: No Man's Land,The Walking Dead: No Man's Land,8/10/2015,iPhone,,10,2
The Walking Dead: No Man's Land,The Walking Dead: No Man's Land,8/10/2015,Android,8.3,7,1
Life is Strange - Episode 5: Polarized,Life is Strange - Episode 5: Polarized,20/10/2015,PC,,8.79,7
Life is Strange - Episode 5: Polarized,Life is Strange - Episode 5: Polarized,20/10/2015,PS3,,8.45,6
Life is Strange - Episode 5: Polarized,Life is Strange - Episode 5: Polarized,20/10/2015,XBOne,,9.16,3
Life is Strange - Episode 5: Polarized,Life is Strange - Episode 5: Polarized,20/10/2015,PS4,8.3,8.32,18
Life is Strange - Episode 5: Polarized,Life is Strange - Episode 5: Polarized,20/10/2015,X360,,10,1
Clandestine,Clandestine,5/11/2015,PC,8.3,5.5,2
Life is Strange - Episode 1,Life is Strange: Episode 1 - Chrysalis,30/1/2015,PC,,7.71,16
Life is Strange - Episode 1,Life is Strange: Episode 1 - Chrysalis,30/1/2015,PS3,,7.09,10
Life is Strange - Episode 1,Life is Strange: Episode 1 - Chrysalis,30/1/2015,X360,,8.63,4
Life is Strange - Episode 1,Life is Strange: Episode 1 - Chrysalis,30/1/2015,PS4,8.2,7.76,29
Life is Strange - Episode 1,Life is Strange: Episode 1 - Chrysalis,30/1/2015,XBOne,,7.96,6
#IDARB,It Draws a Red Box,3/2/2015,XBOne,8.2,7,2
Cities: Skylines,Cities: Skylines,10/3/2015,PC,8.2,8.43,34
Borderlands: Una colección muy guapa,Borderlands: The Handsome Collection,27/3/2015,XBOne,,9,3
Borderlands: Una colección muy guapa,Borderlands: The Handsome Collection,27/3/2015,PS4,8.2,8.08,28
Broken Age,Double Fine Adventure,28/4/2015,PC,8.2,7.81,7
Broken Age,Double Fine Adventure,28/4/2015,PS4,,7.52,15
The Incredible Adventures of Van Helsing III,The Incredible Adventures of Van Helsing 3,22/5/2015,PC,8.2,8.33,3
Until Dawn,Until Dawn,26/8/2015,PS4,8.2,8.13,190
Etrian Mystery Dungeon,Etrian Odyssey and the Mystery Dungeon,11/9/2015,3DS,8.2,9.75,4
WWE 2K16,WWE 2K16,30/10/2015,XBOne,,9,3
WWE 2K16,WWE 2K16,30/10/2015,PS4,8.2,7.78,5
Superbeat Xonic,SUPERBEAT: XONIC,20/11/2015,PSVITA,8.2,8,1
Mario & Luigi: Paper Jam Bros.,mario and luigi: paper jam bros,4/12/2015,3DS,8.2,7.91,12
Apotheon,Apotheon,4/2/2015,PC,,3.36,2
Apotheon,Apotheon,4/2/2015,PS4,8.1,7.05,20
Battlefield Hardline,Battlefield Hardline,19/3/2015,PC,,7.61,7
Battlefield Hardline,Battlefield Hardline,19/3/2015,PS4,8.1,7.31,43
Battlefield Hardline,Battlefield Hardline,19/3/2015,XBOne,,7.56,21
Battlefield Hardline,Battlefield Hardline,19/3/2015,PS3,,7.37,9
Battlefield Hardline,Battlefield Hardline,19/3/2015,X360,,8.75,7
SOMA,SOMA,22/9/2015,PS4,8.1,8.25,29
SOMA,SOMA,22/9/2015,PC,,8.42,13
3D After Burner II eShop,3D After Burner 2,15/1/2015,3DS,8,9.04,4
Saints Row: Gat Out of Hell,Saints Row: Gat Out of Hell,23/1/2015,PS4,8,7.03,10
Saints Row: Gat Out of Hell,Saints Row: Gat Out of Hell,23/1/2015,PS3,,3.63,2
Saints Row: Gat Out of Hell,Saints Row: Gat Out of Hell,23/1/2015,PC,,8,2
Saints Row: Gat Out of Hell,Saints Row: Gat Out of Hell,23/1/2015,XBOne,,3,1
Saints Row: Gat Out of Hell,Saints Row: Gat Out of Hell,23/1/2015,X360,,9.03,4
Pro Pinball,Pro Pinball,29/1/2015,iPhone,8,-,Sin
Unmechanical: Extended Edition,Unmechanical: Extended Edition,11/2/2015,XBOne,,7,2
Game of Thrones: A Telltale Games Series - Episode 2: The Lost Lords,Juego de Tronos Episodio 2,3/2/2015,PS4,8,8,1
Game of Thrones: A Telltale Games Series - Episode 2: The Lost Lords,Juego de Tronos Episodio 2,3/2/2015,PS3,,-,Sin
Game of Thrones: A Telltale Games Series - Episode 2: The Lost Lords,Juego de Tronos Episodio 2,3/2/2015,PC,,8.57,4
Game of Thrones: A Telltale Games Series - Episode 2: The Lost Lords,Juego de Tronos Episodio 2,3/2/2015,XBOne,,8,1
Game of Thrones: A Telltale Games Series - Episode 2: The Lost Lords,Juego de Tronos Episodio 2,3/2/2015,X360,,-,Sin
Castle in the Darkness,Castle in the Darkness,8/2/2015,PC,8,8.16,3
Unmechanical: Extended Edition,Unmechanical: Extended Edition,11/2/2015,PS4,8,7.13,7
Unmechanical: Extended Edition,Unmechanical: Extended Edition,11/2/2015,PS3,,-,Sin
Super Stardust Ultra,Super Stardust Ultra,11/2/2015,PS4,8,8.18,2
Dead or Alive 5: Last Round,DOA5LR,20/2/2015,PS4,8,8.65,32
Dead or Alive 5: Last Round,DOA5LR,20/2/2015,XBOne,,8.7,9
République Remastered,Republique,26/2/2015,PC,8,-,Sin
White Night,White Night,4/3/2015,PC,,7.52,3
Oreshika: Tainted Bloodlines PSN,Over My Dead Body 2,4/3/2015,PSVITA,8,7.39,7
La-Mulana EX PSN,La-Mulana EX PSN,4/3/2015,PSVITA,8,8,2
Tormentum - Dark Sorrow,Tormentum - Dark Sorrow,4/3/2015,PC,8,6.72,4
White Night,White Night,4/3/2015,PS4,8,7.37,9
White Night,White Night,4/3/2015,XBOne,,-,Sin
Assassin's Creed Rogue,Assassin's Creed Comet,13/11/2014,PC,8,7.75,14
Atelier Shallie: Alchemists of the Dusk Sea,Atelier,13/3/2015,PS3,8,7.66,4
Final Fantasy Type-0 HD,Final Fantasy Type-0 HD,20/3/2015,PS4,8,7.47,79
Final Fantasy Type-0 HD,Final Fantasy Type-0 HD,20/3/2015,XBOne,,8.18,4
Game of Thrones: A Telltale Games Series - Episode 3,Game of Thrones: A Telltale Games Series - Episode 3,25/3/2015,PC,,8,3
Game of Thrones: A Telltale Games Series - Episode 3,Game of Thrones: A Telltale Games Series - Episode 3,25/3/2015,XBOne,,8,1
Game of Thrones: A Telltale Games Series - Episode 3,Game of Thrones: A Telltale Games Series - Episode 3,25/3/2015,X360,,-,Sin
Game of Thrones: A Telltale Games Series - Episode 3,Game of Thrones: A Telltale Games Series - Episode 3,25/3/2015,PS3,,-,Sin
Game of Thrones: A Telltale Games Series - Episode 3,Game of Thrones: A Telltale Games Series - Episode 3,25/3/2015,PS4,8,8.9,2
Inazuma Eleven Go Chrono Stones: Llamarada y Trueno,Inazuma Eleven Go Chrono Stones: Llamarada y Trueno,27/3/2015,3DS,8,8.4,31
Toukiden: Kiwami,Toukiden Kyoku,27/3/2015,PSVITA,8,9.12,12
Toukiden: Kiwami,Toukiden Kyoku,27/3/2015,PS4,8,8.1,12
MLB 15: The Show,MLB 15: The Show,1/4/2015,PS3,,-,Sin
MLB 15: The Show,MLB 15: The Show,1/4/2015,PSVITA,,-,Sin
MLB 15: The Show,MLB 15: The Show,1/4/2015,PS4,8,9,2
Los Sims 4: ¡A Trabajar!,The Sims 4: Get To Work,1/4/2015,PC,8,8.31,45
Marvel Future Fight,Marvel Future Fight,29/4/2015,Android,,8,3
Marvel Future Fight,Marvel Future Fight,29/4/2015,iPhone,8,9.71,5
Chroma Squad,Chroma Squad,19/5/2017,PC,8,7.86,7
Wolfenstein: The Old Blood,Wolfenstein: The Old Blood,5/5/2015,PS4,8,7.91,38
Wolfenstein: The Old Blood,Wolfenstein: The Old Blood,5/5/2015,XBOne,,8.78,5
Wolfenstein: The Old Blood,Wolfenstein: The Old Blood,5/5/2015,PC,,7.57,13
Inside My Radio,Inside My Radio,19/1/2016,PC,8,-,Sin
Lost Orbit,Lost Orbit,12/5/2015,PC,,-,Sin
Lost Orbit,Lost Orbit,12/5/2015,PS4,8,-,Sin
Code Name: S.T.E.A.M.,Code Name: STEAM,15/5/2015,3DS,8,8.56,19
Life is Strange - Episode 3,Life is Strange - Episode 3,19/5/2015,PC,,8.29,5
Life is Strange - Episode 3,Life is Strange - Episode 3,19/5/2015,XBOne,,9,1
Life is Strange - Episode 3,Life is Strange - Episode 3,19/5/2015,X360,,9.5,4
Life is Strange - Episode 3,Life is Strange - Episode 3,19/5/2015,PS4,8,7.95,11
Life is Strange - Episode 3,Life is Strange - Episode 3,19/5/2015,PS3,,8.76,7
Magicka 2,Magicka 2,26/5/2015,PS4,8,5.44,7
Magicka 2,Magicka 2,26/5/2015,PC,,7,1
Massive Chalice,Massive Chalice,1/6/2015,PC,8,10,3
Massive Chalice,Massive Chalice,1/6/2015,XBOne,,7.61,3
Skulls of the Shogun: Bone-a-Fide Edition,Skulls of the Shogun,3/6/2015,PS4,8,6.4,6
EarthBound Beginnings CV,Mother CV,15/6/2015,WiiU,8,8.06,7
Rocket League,Rocket League,7/7/2015,PS4,8,8.17,134
Rocket League,Rocket League,7/7/2015,PC,,8.8,163
God of War III Remasterizado,God of War 3 Remasterizado,15/7/2015,PS4,8,8.32,102
Luckslinger,Luckslinger,16/7/2015,PC,8,7,1
Q.U.B.E: Director's Cut,QUBE: Director's Cut,22/7/2015,PS4,8,6,1
Q.U.B.E: Director's Cut,QUBE: Director's Cut,22/7/2015,PS3,,-,Sin
Q.U.B.E: Director's Cut,QUBE: Director's Cut,22/7/2015,XBOne,,7,1
Life is Strange - Episode 4,Life is Strange - Episode 4,28/7/2015,PC,,7.81,5
Life is Strange - Episode 4,Life is Strange - Episode 4,28/7/2015,PS3,,8.7,6
Life is Strange - Episode 4,Life is Strange - Episode 4,28/7/2015,PS4,8,7.77,12
Life is Strange - Episode 4,Life is Strange - Episode 4,28/7/2015,X360,,9.75,4
Life is Strange - Episode 4,Life is Strange - Episode 4,28/7/2015,XBOne,,9.38,3
