ES_Name,Name,Release_date,platform,Analyst_Score,Community_score,N_com_votes
Galak-Z: The Dimensional,Galak-Z: The Dimensional,5/8/2015,PS4,8,7.45,6
Super Mega Baseball: Extra Innings,Super Mega Baseball: Extra Innings,21/8/2015,XBOne,,8,1
Volume,Volume,18/8/2015,PC,,7,2
Volume,Volume,18/8/2015,PS4,8,-,Sin
Gryphon Knight Epic,Gryphon Knight Epic,28/2/2017,PC,8,-,Sin
Super Mega Baseball: Extra Innings,Super Mega Baseball: Extra Innings,21/8/2015,PC,8,10,1
Satellite Reign,Satellite Reign,28/8/2015,PC,8,7.33,3
Dishonored: Definitive Edition,Dishonored: Definitive Edition,28/8/2015,PS4,8,8.27,24
Dishonored: Definitive Edition,Dishonored: Definitive Edition,28/8/2015,XBOne,,8.57,7
Armello,Armello Special Edition,1/9/2015,PC,,8,2
Armello,Armello Special Edition,1/9/2015,PS4,8,4,1
Company of Heroes 2: The British Forces,Company of Heroes 2: The British Forces,2/9/2015,PC,8,9,4
Mad Max,Mad Max,4/9/2015,PS4,8,7.99,65
Mad Max,Mad Max,4/9/2015,XBOne,,7.53,14
Mad Max,Mad Max,4/9/2015,PC,,8.22,31
Rampage Knights,Rampage Knights,4/9/2015,PC,8,10,1
Circa Infinity,Circa Infinity,9/9/2015,PC,8,-,Sin
Hatsune Miku: Project Mirai DX,Hatsune Miku: Project Mirai DX,11/9/2015,3DS,8,8.43,11
World of Warships,World of Battleships,17/9/2015,PC,8,5.22,9
Year Walk,Year Walk,6/3/2014,WiiU,8,8,2
Blood Bowl 2,Blood Bowl II,22/9/2015,PC,8,-,Sin
Blood Bowl 2,Blood Bowl II,22/9/2015,PS4,,8.78,10
Blood Bowl 2,Blood Bowl II,22/9/2015,XBOne,,-,Sin
Assault Android Cactus,Assault Android Cactus,23/9/2015,PC,8,-,Sin
Nova-111,Nova-111,25/8/2015,WiiU,8,7,1
Jotun,Jotun Valhalla Edition,29/9/2015,PC,8,6.51,8
The Escapists: The Walking Dead,The Escapists: The Walking Dead,30/9/2015,PC,8,-,Sin
The Escapists: The Walking Dead,The Escapists: The Walking Dead,30/9/2015,XBOne,,7.63,2
Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer,2/10/2015,3DS,8,7.01,13
Elite: Dangerous,Elite: Dangerous,16/12/2014,XBOne,8,8.09,6
Downwell,Downwell,24/5/2016,PC,8,8,1
Downwell,Downwell,24/5/2016,iPhone,,6,1
Dragon Quest Heroes: El infortunio del Árbol del Mundo y la raíz del mal,Dragon Quest Heroes,16/10/2015,PS4,8,8.4,45
Empire TV Tycoon,Empire TV Tycoon,20/10/2015,PC,8,7.15,4
Kingdom,Kingdom,21/10/2015,PC,8,8.63,4
Just Dance 2016,Just Dance 2016,22/10/2015,PS4,8,10,1
Just Dance 2016,Just Dance 2016,22/10/2015,PS3,,-,Sin
Just Dance 2016,Just Dance 2016,22/10/2015,WII,,9.66,3
Just Dance 2016,Just Dance 2016,22/10/2015,WiiU,,-,Sin
Just Dance 2016,Just Dance 2016,22/10/2015,XBOne,,-,Sin
Just Dance 2016,Just Dance 2016,22/10/2015,X360,,9.5,2
DriveClub Bikes,DriveClub Bikes,27/10/2015,PS4,8,8.06,25
Need for Speed,Need for Speed (2015),5/11/2015,PS4,8,7.39,49
Need for Speed,Need for Speed (2015),5/11/2015,XBOne,,7.35,10
Persona 4: Dancing All Night,Persona 4: Dancing All Night,6/11/2015,PSVITA,8,7.72,19
Game of Thrones: A Telltale Games Series - Episode 6,Game of Thrones: Episode Six - The Ice Dragon,17/11/2015,PS4,,10,2
Game of Thrones: A Telltale Games Series - Episode 6,Game of Thrones: Episode Six - The Ice Dragon,17/11/2015,PS3,,-,Sin
Game of Thrones: A Telltale Games Series - Episode 6,Game of Thrones: Episode Six - The Ice Dragon,17/11/2015,XBOne,,8,1
Game of Thrones: A Telltale Games Series - Episode 6,Game of Thrones: Episode Six - The Ice Dragon,17/11/2015,X360,,-,Sin
Game of Thrones: A Telltale Games Series - Episode 6,Game of Thrones: Episode Six - The Ice Dragon,17/11/2015,PC,8,7,3
Mayan Death Robots: Arena,Mayan Death Robots: Arena,20/11/2015,PC,8,5,1
Dynasty Warriors 8: Empires,Dynasty Warriors 8: Empires,27/2/2015,PSVITA,8,7,1
Rayman Adventures,Rayman Adventures,3/12/2015,iPhone,,8.8,6
Rayman Adventures,Rayman Adventures,3/12/2015,Android,8,9.26,7
Nuclear Throne,Nuclear Throne,5/12/2015,PSVITA,8,8,1
Shantae: Risky's Revenge - Director's Cut,Shantae: Risky's Revenge - Director's Cut,8/12/2015,PS4,8,6,2
FAST Racing Neo eShop,FAST - Racing League Neo eShop,10/12/2015,WiiU,8,8.61,25
SteamWorld Heist,SteamWorld Heist,7/6/2016,3DS,8,9.37,5
Los Delirios de von Sottendorff y su mente cuadriculada eShop,The delusion of Von Sottendorff and his square mid,17/12/2015,3DS,8,8.61,4
Steel Empire eShop,Steel Empire eShop,17/12/2015,3DS,8,8.57,3
Story of Seasons,Harvest Moon: Connect to The New Land,31/12/2015,3DS,8,8,4
Phantom Breaker: Battle Grounds,Phantom Breaker: Battle Grounds,23/1/2015,PC,7.9,8,1
Under Night In-Birth EXE:Late,Under Night In-Birth EXE:Late,27/2/2015,PS3,7.9,7.67,8
The Next Penelope,The Next Penelope: Race to Odysseus,29/5/2015,PC,7.9,9,1
Samurai Warriors 4-II,Samurai Warriors 4-II,2/10/2015,PS4,7.9,8.64,11
Blackguards 2,Blackguards 2,15/9/2017,PC,7.8,6.2,6
Flashout 2S,Flashout 2S,12/2/2015,iPhone,7.8,-,Sin
Hyperdevotion Noire: Goddess Black Heart,Neptunia,27/2/2015,PSVITA,7.8,8.73,9
Broken Age,Double Fine Adventure,28/4/2015,PSVITA,7.8,8.5,2
Ultra Street Fighter IV,Street Fighter 4,8/8/2014,PS4,7.8,6.77,20
Adventures of Pip,Adventures of Pip,4/6/2015,PC,7.8,8.33,6
Fallout Shelter,Fallout Shelter,13/8/2015,iPhone,7.8,8.48,20
Planetside 2,Planetside 2,24/6/2015,PS4,7.8,6.75,12
Deception IV: The Nightmare Princess,Kagero: The Other Princess,17/7/2015,PS4,7.8,7.71,5
Deception IV: The Nightmare Princess,Kagero: The Other Princess,17/7/2015,PS3,,-,Sin
Deception IV: The Nightmare Princess,Kagero: The Other Princess,17/7/2015,PSVITA,,8.66,3
Skullgirls 2nd Encore,Skullgirls 2nd Encore,22/7/2015,PS4,7.8,9.36,8
Penarium,Penarium,22/9/2015,PC,,6.36,2
Penarium,Penarium,22/9/2015,XBOne,,-,Sin
Penarium,Penarium,22/9/2015,PS4,7.8,2,1
Grand Ages: Medieval,Grand Ages: Medieval,9/10/2015,PC,,-,Sin
Might & Magic Heroes VII,Might and Magic Heroes VII,29/9/2015,PC,7.8,8.33,3
Grand Ages: Medieval,Grand Ages: Medieval,9/10/2015,PS4,7.8,7.5,5
Warhammer: The End Times - Vermintide,Warhammer: The End Times - Vermintide,23/10/2015,PC,7.8,7.39,14
Tom Clancy's Rainbow Six Siege,Tom Clancys Rainbow Six Patriots,1/12/2015,PC,7.8,8.24,26
Tom Clancy's Rainbow Six Siege,Tom Clancys Rainbow Six Patriots,1/12/2015,PS4,,8.3,52
Tom Clancy's Rainbow Six Siege,Tom Clancys Rainbow Six Patriots,1/12/2015,XBOne,,8.43,10
Valhalla Hills,Valhalla Hills,2/12/2015,PC,7.8,7.66,3
Pixel Heroes: Byte & Magic,Pixel Heroes: Byte & Magic,15/6/2017,PC,7.7,-,Sin
Mega Coin Squad,Mega Coin Squad,26/1/2016,XBOne,7.7,-,Sin
Hyperdimension Neptunia U: Action Unleashed,Chou Jigen Action Neptune U,22/5/2015,PSVITA,7.7,8.82,9
Just Cause 3,Just Cause 3,1/12/2015,PS4,7.7,7.37,56
Just Cause 3,Just Cause 3,1/12/2015,XBOne,,8.36,7
Just Cause 3,Just Cause 3,1/12/2015,PC,7.7,6.36,7
Albedo: Eyes from Outer Space,Albedo: Eyes from Outer Space,10/4/2015,PC,7.6,7.25,4
Titan Souls,Titan Souls,14/4/2015,PC,7.6,7.43,10
Titan Souls,Titan Souls,14/4/2015,PS4,,5.36,2
Titan Souls,Titan Souls,14/4/2015,PSVITA,,7,1
Victor Vran,Victor Vran,24/7/2015,PC,7.6,6.93,5
Duke Nukem 3D: Megaton Edition PSN,Duke Nukem 3D: Megaton Edition PSN,7/1/2015,PSVITA,,5.32,7
Duke Nukem 3D: Megaton Edition PSN,Duke Nukem 3D: Megaton Edition PSN,7/1/2015,PS3,7.5,6.88,10
Atelier Ayesha Plus: The Alchemist of Dusk PSN,Atelier Ayesha Plus: The Alchemist of Dusk,14/1/2015,PSVITA,7.5,-,Sin
Heroes of Might & Magic III  HD Edition,Heroes of Might and Magic 3,29/1/2015,PC,7.5,6.4,6
Hand of Fate,Hand of Fate,17/2/2015,PC,7.5,7.52,3
Hand of Fate,Hand of Fate,17/2/2015,PS4,,8.18,2
Hand of Fate,Hand of Fate,17/2/2015,XBOne,,9,1
Shelter 2,Shelter 2,9/3/2015,PC,7.5,6.52,5
Oceanhorn: Monster of Uncharted Seas,Oceanhorn: Monster of Uncharted Seas,17/3/2015,PC,7.5,6.67,10
Axiom Verge,Axiom Verge,1/4/2015,PS4,7.5,8.42,11
MonsterBag,Monster Bag,8/4/2015,PSVITA,7.5,7.24,8
Dex,Dex,8/7/2016,PC,7.5,-,Sin
Axiom Verge,Axiom Verge,1/4/2015,PC,,7.84,7
3D Thunder Blade eShop,3D Thunder Blade eShop,14/5/2015,3DS,7.5,10,1
Swords & Soldiers II eShop,Swords & Soldiers II eShop,21/5/2015,WiiU,7.5,-,Sin
Lara Croft: Relic Run,Lara Croft: Relic Run,25/5/2015,iPhone,,7.71,8
Lara Croft: Relic Run,Lara Croft: Relic Run,25/5/2015,Android,7.5,6.19,3
0rbitalis,ORBITALIS,28/5/2015,PC,7.5,8,1
The Masterplan,The Masterplan,4/6/2015,PC,7.5,-,Sin
PayDay 2: Crimewave Edition,PAYDAY 2,18/6/2015,XBOne,,6.81,2
PayDay 2: Crimewave Edition,PAYDAY 2,18/6/2015,PS4,7.5,8.72,7
J-Stars Victory VS+,Project Versus J,26/6/2015,PS4,7.5,8.1,38
Tachyon Project,Tachyon Project,19/1/2016,PC,7.5,-,Sin
Tachyon Project,Tachyon Project,19/1/2016,XBOne,,-,Sin
Angry Birds 2,Angry Birds II,30/7/2015,iPhone,7.5,7.45,8
Angry Birds 2,Angry Birds II,30/7/2015,Android,,7,1
Submerged,Submerged,5/8/2015,PC,,10,2
Submerged,Submerged,5/8/2015,PS4,7.5,5.75,3
Submerged,Submerged,5/8/2015,XBOne,,4.66,3
Trine 3: The Artifacts of Power,Trine 3: The Artifacts of Power,20/8/2015,PC,7.5,6.13,7
Party Hard,Party Hard,25/8/2015,PC,7.5,6.5,4
Lost Dimension,Lost Dimension,28/8/2015,PS3,7.5,7.15,5
Lost Dimension,Lost Dimension,28/8/2015,PSVITA,,6,1
Tinertia,Tinertia,Junio 2017,PC,7.5,-,Sin
Master Spy,Master Spy,8/9/2015,PC,7.5,10,1
Train Valley,Train Valley,16/9/2015,PC,7.5,-,Sin
Extreme Exorcism,Extreme Exorcism,23/9/2015,XBOne,,-,Sin
Extreme Exorcism,Extreme Exorcism,23/9/2015,PS4,7.5,10,1
Extreme Exorcism,Extreme Exorcism,23/9/2015,PC,,-,Sin
Extreme Exorcism,Extreme Exorcism,23/9/2015,WiiU,,8,2
Extreme Exorcism,Extreme Exorcism,23/9/2015,PS3,,-,Sin
Los Ríos de Alice: Versión extendida,The Rivers of Alice: Extended Edition,16/11/2015,WiiU,7.5,7.57,5
Minecraft: Story Mode - Episode 1: The Order of the Stone,Minecraft: A Telltale Games Series,13/10/2015,PC,7.5,9.01,6
Minecraft: Story Mode - Episode 1: The Order of the Stone,Minecraft: A Telltale Games Series,13/10/2015,XBOne,,8,1
Minecraft: Story Mode - Episode 1: The Order of the Stone,Minecraft: A Telltale Games Series,13/10/2015,PS3,,6.96,7
Minecraft: Story Mode - Episode 1: The Order of the Stone,Minecraft: A Telltale Games Series,13/10/2015,X360,,7,1
Minecraft: Story Mode - Episode 1: The Order of the Stone,Minecraft: A Telltale Games Series,13/10/2015,PS4,,7.56,18
Mushroom 11,Mushroom 11,15/10/2015,PC,7.5,8,2
Minecraft: Story Mode - Episode 1: The Order of the Stone,Minecraft: A Telltale Games Series,13/10/2015,iPhone,,10,1
Minecraft: Story Mode - Episode 1: The Order of the Stone,Minecraft: A Telltale Games Series,13/10/2015,Android,,8,7
Project Zero: Maiden of Black Water,Fatal Frame: Oracle of the Sodden Raven,30/10/2015,WiiU,7.5,7.87,25
Poncho,Poncho,3/11/2015,PC,,-,Sin
Poncho,Poncho,3/11/2015,PS4,7.5,-,Sin
Kromaia Omega,Kromaia Omega,10/11/2015,PS4,7.5,-,Sin
Rodea the Sky Soldier,Tenkuu no Kishi Rodea,13/11/2015,WII,7.5,8.45,4
Sword Art Online: Lost Song,Sword Art Online: Lost Song,13/11/2015,PS4,7.5,7.91,34
Hard West,Hard West,18/11/2015,PC,7.5,7.83,3
Mordheim: City of the Damned,Mordheim: Ciudad de los Condenados,19/11/2015,PC,7.5,7.48,7
Super Star Wars,Super Star Wars,24/11/2015,PSVITA,,5.29,8
Super Star Wars,Super Star Wars,24/11/2015,PS4,7.5,6.9,2
Fat Princess Adventures,Fat Princess Adventures,5/12/2015,PS4,7.5,8.38,4
Los Sims 4: ¿Quedamos?,Los Sims 4 Get Together,10/12/2015,PC,7.5,8.31,38
Starpoint Gemini 2,Starpoint Gemini 2,26/9/2014,XBOne,7.5,7.61,3
King's Quest - Chapter II: Rubble Without a Cause,King's Quest - Chapter 2,15/12/2015,PC,,8,1
King's Quest - Chapter II: Rubble Without a Cause,King's Quest - Chapter 2,15/12/2015,XBOne,,-,Sin
King's Quest - Chapter II: Rubble Without a Cause,King's Quest - Chapter 2,15/12/2015,X360,,-,Sin
King's Quest - Chapter II: Rubble Without a Cause,King's Quest - Chapter 2,15/12/2015,PS4,7.5,5.54,4
King's Quest - Chapter II: Rubble Without a Cause,King's Quest - Chapter 2,15/12/2015,PS3,,-,Sin
Minecraft: Wii U Edition,Minecraft,17/12/2015,WiiU,7.5,4.52,12
Kick & Fennick,Kick and Fennick,4/2/2015,PSVITA,7.4,7.11,7
Sid Meier's Starships,Sid Meier's Starships,12/3/2015,PC,7.4,4.5,2
Dungeon Travelers 2: The Royal Library & the Monster Seal,Dungeon Travelers 2:The Royal Library and the Monster Seal,16/10/2015,PSVITA,7.4,6.58,7
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,22/12/2015,PC,,6,3
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,22/12/2015,PS4,7.4,5.95,8
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,22/12/2015,XBOne,,5,1
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,22/12/2015,PS3,,9.25,4
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,22/12/2015,X360,,10,4
Chivalry Medieval Warfare,Chivalry Medieval Warfare,17/10/2012,PS3,,8.57,5
Dragon Ball Xenoverse,Dragon Ball Xenoverse,27/2/2015,PS4,7.2,7.69,121
Dragon Ball Xenoverse,Dragon Ball Xenoverse,27/2/2015,PS3,,7.95,51
Dragon Ball Xenoverse,Dragon Ball Xenoverse,27/2/2015,X360,,7.9,19
Dragon Ball Xenoverse,Dragon Ball Xenoverse,27/2/2015,XBOne,,8.31,24
Dragon Ball Xenoverse,Dragon Ball Xenoverse,27/2/2015,PC,,7.91,58
ScreamRide,ScreamRide,6/3/2015,XBOne,7.2,6.5,5
Tower of Guns,Tower of Guns,8/4/2015,PS4,7.2,4.4,4
Tower of Guns,Tower of Guns,8/4/2015,XBOne,,-,Sin
Halo: Spartan Strike,Halo: Spartan Strike,16/4/2015,PC,7.2,9.66,3
Danganronpa Another Episode: Ultra Despair Girls,Danganronpa: Another Episode,4/9/2015,PSVITA,7.2,8,3
No Time to Explain,No Time to Explain,29/3/2016,XBOne,7.1,7,2
No Time To Explain Remastered,No Time To Explain Remastered,17/7/2015,PC,7.1,10,1
Minecraft: Story Mode - Episode 3: The Last Place You Look,Minecraft: Story Mode - Episode 3: The Last Place You Look,24/11/2015,PC,,10,1
Minecraft: Story Mode - Episode 3: The Last Place You Look,Minecraft: Story Mode - Episode 3: The Last Place You Look,24/11/2015,XBOne,,-,Sin
Minecraft: Story Mode - Episode 3: The Last Place You Look,Minecraft: Story Mode - Episode 3: The Last Place You Look,24/11/2015,PS4,7.1,7,4
Minecraft: Story Mode - Episode 3: The Last Place You Look,Minecraft: Story Mode - Episode 3: The Last Place You Look,24/11/2015,PS3,,-,Sin
Minecraft: Story Mode - Episode 3: The Last Place You Look,Minecraft: Story Mode - Episode 3: The Last Place You Look,24/11/2015,X360,,8.33,3
"War, the Game","War, the Game",12/1/2015,PC,7,7,2
Citizens of Earth,Citizens of Earth,21/1/2015,PC,,7,1
Citizens of Earth,Citizens of Earth,21/1/2015,PS4,7,5.45,2
Citizens of Earth,Citizens of Earth,21/1/2015,PSVITA,,4.5,2
Citizens of Earth,Citizens of Earth,21/1/2015,WiiU,,8.09,3
Citizens of Earth,Citizens of Earth,21/1/2015,3DS,,-,Sin
Saints Row IV: Re-elected,Saints Row 4: Re-elected,23/1/2015,PS4,7,8.7,6
Saints Row IV: Re-elected,Saints Row 4: Re-elected,23/1/2015,XBOne,,7.85,5
The Mighty Quest for Epic Loot,The Mighty Quest for Epic Loot,5/2/2015,PC,7,-,Sin
Criminal Girls: Invite Only,Criminal Girls: Invitation,6/2/2015,PSVITA,7,7.91,13
Hyperdimension Neptunia Re;Birth 2: Sisters Generation,Hyperdimension Neptunia mk2 remake,6/2/2015,PSVITA,7,8.02,5
Camera Obscura,Camera Obscura,19/2/2015,PC,7,-,Sin
The Order: 1886,The Order: 1886,20/2/2015,PS4,7,6.96,308
Dynasty Warriors 8: Empires,Dynasty Warriors 8: Empires,27/2/2015,PS3,,8.9,2
Dynasty Warriors 8: Empires,Dynasty Warriors 8: Empires,27/2/2015,PC,,-,Sin
Dynasty Warriors 8: Empires,Dynasty Warriors 8: Empires,27/2/2015,XBOne,,7.5,2
Dynasty Warriors 8: Empires,Dynasty Warriors 8: Empires,27/2/2015,PS4,7,8,2
Mario Party 10,Mario Party 10,20/3/2015,WiiU,7,5.96,30
RUNNING WITH RIFLES,RUNNING WITH RIFLES,2/4/2015,PC,7,10,1
Mortal Kombat X,Mortal Kombat X,14/4/2015,iPhone,,7.15,4
I Am Bread,I Am Bread,9/4/2015,PC,7,8.66,4
Costume Quest 2,Costume Quest 2,15/4/2015,PS3,,10,1
Costume Quest 2,Costume Quest 2,15/4/2015,PS4,7,-,Sin
Assassin's Creed Chronicles: China,Assassins Creed Chronicles: China,22/4/2015,PS4,7,7.27,18
Assassin's Creed Chronicles: China,Assassins Creed Chronicles: China,22/4/2015,XBOne,,7.26,5
Assassin's Creed Chronicles: China,Assassins Creed Chronicles: China,22/4/2015,PC,,8,8
Brawl,Brawl,24/4/2015,PS4,7,10,2
State of Decay: Year-One Survival Edition,State of Decay: Year-One Survival Edition,28/4/2015,XBOne,7,8.9,10
Sayonara Umihara Kawase + PSN,Sayonara UmiharaKawase +,30/4/2015,PSVITA,7,9,2
Mortal Kombat X,Mortal Kombat X,14/4/2015,Android,7,8,10
Kirby y el Pincel Arcoíris,Kirby and the Rainbow Curse,8/5/2015,WiiU,7,6.96,27
Lemma,Lemma,12/5/2015,PC,7,5.5,2
Game of Thrones: A Telltale Games Series - Episode 4,Game of Thrones: A Telltale Games Series - Episode 4,27/5/2015,PC,,6.91,8
Magnetic: Cage Closed,Magnetic: Cage Closed,Cancelado,PC,7,10,1
Game of Thrones: A Telltale Games Series - Episode 4,Game of Thrones: A Telltale Games Series - Episode 4,27/5/2015,PS4,7,8.58,3
Game of Thrones: A Telltale Games Series - Episode 4,Game of Thrones: A Telltale Games Series - Episode 4,27/5/2015,PS3,,-,Sin
Game of Thrones: A Telltale Games Series - Episode 4,Game of Thrones: A Telltale Games Series - Episode 4,27/5/2015,XBOne,,7,1
Game of Thrones: A Telltale Games Series - Episode 4,Game of Thrones: A Telltale Games Series - Episode 4,27/5/2015,X360,,10,2
Operation Abyss: New Tokyo Legacy,Tokyo New World Record: Operation Abyss,5/6/2015,PSVITA,7,6.69,5
Kholat,Kholat,9/6/2015,PC,7,9.4,5
Samurai Warriors Chronicles 3 eShop,Samurai Warriors Chronicles 3 eShop,24/6/2015,PSVITA,,-,Sin
Cube Life: Island Survival,Cube Life: Island Survival,Año 2022,WiiU,7,6,2
J-Stars Victory VS+,Project Versus J,26/6/2015,PS3,7,8.86,8
Ar nosurge: Ode to an Unborn Star Plus PSN,Ar nosurge: Ode to an Unborn Star Plus PSN,1/7/2015,PSVITA,7,10,1
Anna's Quest,Anna's Quest,2/7/2015,PC,7,7.5,2
Divide By Sheep,Divide By Sheep,2/7/2015,PC,7,8,2
Divide By Sheep,Divide By Sheep,2/7/2015,iPhone,,-,Sin
Hyperdimension Neptunia Re;birth 3: V Generation,Hyperdimension Neptunia Re;Birth 3: V Century,3/7/2015,PSVITA,7,8.77,13
F1 2015,Formula 1 2014,10/7/2015,PS4,7,6.8,23
F1 2015,Formula 1 2014,10/7/2015,XBOne,,9,2
F1 2015,Formula 1 2014,10/7/2015,PC,,7.67,10
World of Tanks,World of Tanks,28/4/2021,XBOne,7,9.01,6
Odallus: The Dark Call,Odallus: The Dark Call,15/7/2015,PC,7,7.75,4
Divide By Sheep,Divide By Sheep,2/7/2015,Android,,-,Sin
Tembo: The Badass Elephant,Tembo: The Badass Elephant,21/7/2015,PC,,8,1
Tembo: The Badass Elephant,Tembo: The Badass Elephant,21/7/2015,PS4,,5.5,2
Tembo: The Badass Elephant,Tembo: The Badass Elephant,21/7/2015,XBOne,7,8.33,3
The Swindle,The Swindle,28/7/2015,PC,,-,Sin
The Swindle,The Swindle,28/7/2015,PS4,7,-,Sin
The Swindle,The Swindle,28/7/2015,PSVITA,,10,1
The Swindle,The Swindle,28/7/2015,PS3,,-,Sin
The Swindle,The Swindle,28/7/2015,XBOne,,-,Sin
Toy Soldiers: War Chest,Toy Soldiers: War Chest,12/8/2015,XBOne,,8,1
Toy Soldiers: War Chest,Toy Soldiers: War Chest,12/8/2015,PC,7,-,Sin
Toy Soldiers: War Chest,Toy Soldiers: War Chest,12/8/2015,PS4,,10,1
Zombi,Zombie,18/8/2015,PS4,7,6.88,24
Zombi,Zombie,18/8/2015,XBOne,,9.09,2
Zombi,Zombie,18/8/2015,PC,,6.65,5
Final Fantasy VII,Final Fantasy 7,Año 1997,iPhone,7,6.79,6
Amnesia: Memories,Amnesia: Memories,26/8/2015,PC,,-,Sin
Mega Man Legacy Collection,MegaMan Legacy Collection,23/2/2016,PS4,7,7.5,10
Mega Man Legacy Collection,MegaMan Legacy Collection,23/2/2016,XBOne,,9.09,4
Mega Man Legacy Collection,MegaMan Legacy Collection,23/2/2016,PC,,8.18,2
Amnesia: Memories,Amnesia: Memories,26/8/2015,PSVITA,7,9,4
Devil's Third,Devil's Third,28/8/2015,WiiU,7,6.6,26
Onechanbara Z2: Chaos,Onechanbara Z2: Chaos,28/8/2015,PS4,7,9.07,9
Rememoried,Rememoried,31/8/2015,PC,7,9.5,2
Broken Sword 5: La maldición de la serpiente,Broken Sword 5: The Serpent's Curse,4/9/2015,PS4,7,6.83,6
Little Battlers eXperience,Little Battlers eXperience,4/9/2015,3DS,7,7.15,8
Broken Sword 5: La maldición de la serpiente,Broken Sword 5: The Serpent's Curse,4/9/2015,XBOne,,-,Sin
Star Wars: Uprising,Star Wars: Revolución,9/9/2015,Android,7,-,Sin
Star Wars: Uprising,Star Wars: Revolución,9/9/2015,iPhone,,-,Sin
The Swindle,The Swindle,28/7/2015,WiiU,,5,2
Dropsy,Dropsy the Clown,10/9/2015,PC,7,6.25,3
A Fistful of Gun,A Fistful of Gun,23/9/2015,PC,7,-,Sin
The Beginner's Guide,The Beginner's Guide,1/10/2015,PC,7,7.34,5
Dengeki Bunko Fighting Climax PSN,Dengeki Bunko Fighting Climax PSN,6/10/2015,PSVITA,,9.62,8
Dengeki Bunko Fighting Climax PSN,Dengeki Bunko Fighting Climax PSN,6/10/2015,PS3,7,6.88,8
Planetbase,Planetbase,15/10/2015,PC,7,8.3,13
Dragon Fin Soup,Dragon Fin Soup,3/11/2015,PC,,-,Sin
Dragon Fin Soup,Dragon Fin Soup,3/11/2015,PS4,7,6.34,8
Dragon Fin Soup,Dragon Fin Soup,3/11/2015,PSVITA,,7,2
Dragon Fin Soup,Dragon Fin Soup,3/11/2015,PS3,,-,Sin
Knight Squad,Knight Squad,16/11/2015,PC,7,-,Sin
Knight Squad,Knight Squad,16/11/2015,XBOne,,7.5,3
Turok,Turok,17/12/2015,PC,7,6.53,19
Rakoo & Friends eShop,Rakoo & Friends eShop,15/10/2015,WiiU,6.9,-,Sin
LA Cops,LA Cops,22/4/2015,PC,6.8,-,Sin
LA Cops,LA Cops,22/4/2015,XBOne,,-,Sin
Etherium,Etherium,25/3/2015,PC,6.8,10,2
Blue Estate,Blue Estate,8/4/2015,PC,6.8,6,2
"Guns, Gore & Cannoli","Guns, Gore and Cannoli",8/12/2015,PC,6.8,6.91,7
Sword Art Online: Re: Hollow Fragment,Sword Art Online: Re: Hollow Fragment,4/8/2015,PS4,6.8,7.64,30
Squares PSN,Squares PSN,13/8/2015,PSVITA,6.8,-,Sin
WRC 5,FIA World Rally Championship 2015,9/10/2015,PS4,6.8,7.8,5
WRC 5,FIA World Rally Championship 2015,9/10/2015,PS3,,2.75,3
WRC 5,FIA World Rally Championship 2015,9/10/2015,XBOne,,6.21,6
WRC 5,FIA World Rally Championship 2015,9/10/2015,X360,,6,1
WRC 5,FIA World Rally Championship 2015,9/10/2015,PC,,5,1
The Park,The Park,27/10/2015,PC,6.8,4.7,6
Albert and Otto,Albert and Otto - The Adventure Begins,28/10/2015,PC,6.8,-,Sin
Stardust Vanguards,Stardust Vanguards,19/1/2016,PC,,-,Sin
Akiba's Trip: Undead & Undressed,Akiba's Trip: Undead & Undressed,13/2/2015,PS4,6.7,7.16,12
Xeodrifter eShop,Xeodrifter,18/6/2015,3DS,6.7,8.33,3
Kyn,Kyn,Año 2022,PC,6.7,10,1
Skyhill,Skyhill,6/10/2015,PC,6.7,6.66,3
Woolfe - The Red Hood Diaries,Woolfe: The Redhood Diaries,17/3/2015,PC,6.6,7.16,6
Carmageddon: Reincarnation,Carmageddon: Reincarnation,21/5/2015,PC,6.6,7.27,9
Ace Combat: Assault Horizon Legacy Plus,Ace Combat: Assault Horizon Legacy Plus,13/2/2015,3DS,6.5,5.84,5
Morningstar: Descent to Deadrock,Morningstar: Descent to Deadrock,17/2/2015,PC,6.5,6.25,3
