Name,Main story duration,Duration hrs
Puzzle de Harvest Moon,5 Mins,0.08333333333333333
Space Bust-a-Move,2.5 Hours,2.5
7 Wonders of the Ancient World,5 Hours,5.0
Snood,15 Mins,0.25
Puzzle Quest 2,30 Hours,30.0
Go! Sudoku,--,
Bomberman Party Edition,2 Hours,2.0
Break 'Em All,--,
Peggle: Dual Shot,7 Hours,7.0
USA Today: Crossword Challenge,--,
Hanagumi Taisen Columns,--,
Hanagumi Taisen Columns 2,1.5 Hours,1.5
Mechanic Master,--,
Cake Mania,4.5 Hours,4.5
Cake Mania 2,--,
Cake Mania 3,10 Hours,10.0
Cake Mania: Main Street,--,
Yard Sale Hidden Treasures: Sunnyville,--,
Breakout,40 Mins,0.6666666666666666
Edna & Harvey: The Breakout,8.5 Hours,8.5
Breakout Invaders,--,
Breakout Poetry,5 Mins,0.08333333333333333
Breakout Defense 2,2.5 Hours,2.5
Love Breakout,4 Mins,0.06666666666666667
Breakout: Boost,--,
Bust-a-Move DS,--,
Aqua Aqua,--,
Aquaria,16 Hours,16.0
AquaNox,9.5 Hours,9.5
AquaNox 2: Revelation,11.5 Hours,11.5
Aqua,3.5 Hours,3.5
Aqua Kitty: Milk Mine Defender,2.5 Hours,2.5
Megaquarium,23 Hours,23.0
The Aquatic Adventure of the Last Human,5 Hours,5.0
Aquanox Deep Descent,--,
Clockwork Aquario,28 Mins,0.4666666666666667
Aqua Panic!,--,
Aqua Teen Hunger Force Zombie Ninja Pro-Am,4 Hours,4.0
Neo Aquarium: King of Crustaceans,44 Mins,0.7333333333333333
The Aquatic Games,--,
Fish Tycoon 2: Virtual Aquarium,--,
Astro Aqua Kitty,7.5 Hours,7.5
Aquarium Designer,--,
Puzzle Chronicles,--,
Exit DS,--,
Chameleon,--,
Spy Chameleon - RGB Agent,2 Hours,2.0
Kid Chameleon,4.5 Hours,4.5
Chameleon Run - Deluxe Edition,--,
Chameleon Run,--,
The Chameleon,1 Hours,1.0
The Lone Chameleon,--,
Crystal Chameleon,--,
Chameleon Gems,--,
PictoImage,--,
Sneakers,4 Hours,4.0
May's Mystery: Forbidden Memories,15 Hours,15.0
Bejeweled Twist,3.5 Hours,3.5
Harvest Moon: Frantic Farming,--,
Echochrome,7.5 Hours,7.5
Echochrome II,4 Hours,4.0
Bomberman Max 2: Blue Advance,6.5 Hours,6.5
Junior Mystery Quest,--,
Hello Kitty's Cube Frenzy,--,
Mahjong Cub3d,--,
Super Puzzle Fighter II,37 Mins,0.6166666666666667
Henry Hatsworth in the Puzzling Adventure,17.5 Hours,17.5
ChuChu Rocket!,3 Hours,3.0
ChuChu Rocket! Universe,--,
Exit,7 Hours,7.0
Exit the Gungeon,5 Hours,5.0
Omen Exitio: Plague,6.5 Hours,6.5
King Exit,--,
Exit Fate,36 Hours,36.0
Dead Exit,3 Hours,3.0
Five Keys to Exit,--,
Exit 2,--,
Submachine 10: The Exit,1.5 Hours,1.5
Demolition Racer,3.5 Hours,3.5
N0-EXIT,--,
Ad Exitum,--,
Exit Path,15 Mins,0.25
One Way to Exit,--,
EXIT 4 - Portal,--,
Frantix,--,
Puzzler Mind Gym 3D,--,
Wetrix,4 Hours,4.0
Line Rider 2: Unbound,--,
Crush,6.5 Hours,6.5
Crush Crush,52 Hours,52.0
Crush Your Enemies,8.5 Hours,8.5
Hentai Crush,2.5 Hours,2.5
Crush 3D,12.5 Hours,12.5
Super Crush KO,3 Hours,3.0
Crush the Castle,26 Mins,0.43333333333333335
Crush the Castle 2,45 Mins,0.75
Devil's Crush,2 Hours,2.0
SYSCRUSHER,18 Mins,0.3
Alien Crush Returns,1.5 Hours,1.5
WWE Crush Hour,3.5 Hours,3.5
Titty Crush,1 Hours,1.0
POLYCRUSHER,--,
Jaki Crush,6 Hours,6.0
Candy Crush Friends Saga,--,
Candy Crush Soda Saga,100 Hours,100.0
Bigfoot: King of Crush,--,
Mana Crusher,--,
Soul Bubbles,6 Hours,6.0
Whac-A-Mole,1 Hours,1.0
Mario vs. Donkey Kong: Tipping Stars,4 Hours,4.0
PQ: Practical Intelligence Quotient,--,
Buster Bros. Collection,4 Hours,4.0
Roll Away,3 Hours,3.0
Squishy Tank,3 Hours,3.0
The Rub Rabbits!,2.5 Hours,2.5
Jewel Time Deluxe,--,
Cut the Rope: Triple Treat,--,
Sushi Striker: The Way of Sushido,15.5 Hours,15.5
1912: Titanic Mystery,3 Hours,3.0
Tropix,--,
Kururin Paradise,53 Mins,0.8833333333333333
Octomania,45 Mins,0.75
Sudoku Ball Detective,4 Hours,4.0
Sudokuball Detective,--,
OK! Puzzle Stars,--,
DropCast,--,
Arkanoid DS,--,
Worms Blast,12.5 Hours,12.5
Rock Blast,--,
3D Lemmings,6 Hours,6.0
Ivy the Kiwi?,4.5 Hours,4.5
Honeycomb Beat,--,
Crazy Chicken: The Pharaoh's Treasure,--,
Zendoku,3 Hours,3.0
Gunpey,5 Hours,5.0
Gunpey DS,--,
Bust-A-Bloc,2.5 Hours,2.5
Myth Makers: Orbs of Doom,--,
4 Elements,8 Hours,8.0
4 Elements II,6 Hours,6.0
The Keeper of 4 Elements,--,
Ultra Bust-a-Move,2 Hours,2.0
Prism: Light the Way,--,
Puyo Pop,2 Hours,2.0
Puyo Pop Fever,1 Hours,1.0
Turbo Turtle Adventure,--,
PQ2: Practical Intelligence Quotient,--,
The Lost Vikings,10.5 Hours,10.5
Baku Baku,40 Mins,0.6666666666666666
Bakugan: Defenders of the Core,11 Hours,11.0
Bakugan Battle Brawlers,9 Hours,9.0
Bakugan Battle Brawlers: Battle Trainer,3 Hours,3.0
Suzuki Bakuhatsu,2 Hours,2.0
Bakugan: Champions of Vestroia,20 Hours,20.0
Bakumatsu Korinden Oni,--,
Mizubaku Daibouken,--,
Godzilla: Battle Legends,--,
Fuun Bakumatsuden,--,
Super Shot Soccer,3 Hours,3.0
Bakusou Kyoudai Let's & Go!! Eternal Wings,10 Hours,10.0
Bakusou Dekotora Densetsu - Art Truck Battle,5 Hours,5.0
Asuncia: Matsue no Jubaku,4 Hours,4.0
Escape Plan: Bakuki's Lair DLC,50 Mins,0.8333333333333334
Bakugan: Rise of the Resistance,--,
Fishdom,--,
ZooCube,--,
Block Kuzushi,2 Hours,2.0
Zoop,5 Mins,0.08333333333333333
Hunter's Grimm,--,
Jewel Quest Mysteries,--,
Jewel Quest Mysteries 2: Trail of the Midnight Heart,4.5 Hours,4.5
Super Bubble Pop,1 Hours,1.0
Boing! Docomodake DS,2.5 Hours,2.5
Color Cross,5 Mins,0.08333333333333333
Bubble Bobble Revolution,--,
Inspector Gadget: Gadget's Crazy Maze,--,
Rat Attack!,2 Hours,2.0
The Talos Principle,16 Hours,16.0
The Talos Principle VR,23.5 Hours,23.5
The Talos Principle: Road to Gehenna,7.5 Hours,7.5
The Talos Principle Public Test,1 Hours,1.0
Mortimer Beckett and the Secrets of Spooky Manor,--,
WTF: Work Time Fun,30 Hours,30.0
Platinum Sudoku,--,
The Treasures of Montezuma,4.5 Hours,4.5
The Treasures of Montezuma 4,5.5 Hours,5.5
The Treasures of Montezuma 3,--,
The Treasures of Montezuma 5,--,
The Treasures of Montezuma 2,--,
Luxor: Pharaoh's Challenge,10.5 Hours,10.5
Bomberman: Act Zero,2.5 Hours,2.5
Denki Blocks!,7.5 Hours,7.5
Ballistic,--,
Ballistick,2 Hours,2.0
BallisticNG,24.5 Hours,24.5
Ballistic: Ecks vs. Sever,4 Hours,4.0
Ballistic Tanks,--,
Ballistic Protection,--,
Ballistic Attack,--,
Jelly Belly: Ballistic Beans,--,
Ballistic Craft,--,
Kumoon: Ballistic Physics Puzzle,--,
Ballistic Mini Golf,--,
Fading Shadows,--,
Lumo,5 Hours,5.0
Lumote,4 Hours,4.0
Bubble Bobble Double Shot,--,
Logic Machines,--,
Mr. Driller,1 Hours,1.0
Mr. Driller Drill Spirits,10 Hours,10.0
Mr. Driller: Drill Land,2.5 Hours,2.5
Mr. Driller Online,--,
Mr. Driller G,--,
Napoleon Dynamite: The Game,3 Hours,3.0
7 Wonders: Treasures of Seven,7 Hours,7.0
World of Goo,6 Hours,6.0
Shifting World,10 Hours,10.0
Doodle Hex,--,
Sacra Terra: Angelic Night,3.5 Hours,3.5
Crazy Machines,6 Hours,6.0
Crazy Machines 3,6 Hours,6.0
Crazy Machines 2,22 Hours,22.0
Crazy Machines: New from the Lab,5 Hours,5.0
Crazy Machines: Golden Gears,--,
Crazy Machines: Inventors Training Camp,1.5 Hours,1.5
"Crazy Machines 2: Invaders From Space, 2nd Wave DLC",--,
Crazy Machines Elements,--,
Crazy Machines VR,--,
Mystery Case Files: Ravenhearst,6 Hours,6.0
Mystery Case Files: Escape from Ravenhearst,6 Hours,6.0
Mystery Case Files: Return to Ravenhearst,6.5 Hours,6.5
Mystery Case Files: Key To Ravenhearst,5 Hours,5.0
Mystery Case Files: Ravenhearst Unlocked,--,
Egg Mania: Eggstreme Madness,--,
Bubble Bobble Evolution,--,
Hot Pixel,36 Mins,0.6
Atomic Betty,2 Hours,2.0
Tumblestone,21 Hours,21.0
"Soldam: Drop, Connect, Erase",21 Mins,0.35
Bust-a-Move,3.5 Hours,3.5
Bust a Move '99,46 Mins,0.7666666666666667
Puzzle Bobble Mini,2 Hours,2.0
Bust-A-Move 3000,1 Hours,1.0
Puzzle Bobble Live,--,
Puzzle Bobble 2X,--,
Farm Frenzy 3,--,
Farm Frenzy 3: American Pie,--,
Luxor: The Wrath of Set,14.5 Hours,14.5
Bejeweled 2,1.5 Hours,1.5
Tricky Towers,8 Hours,8.0
Nervous Brickdown,8 Hours,8.0
The Cube,--,
Qbeh-1: The Atlas Cube,8 Hours,8.0
The Alien Cube,3.5 Hours,3.5
Cube Escape: The Cave,1.5 Hours,1.5
Cube Escape: Theatre,46 Mins,0.7666666666666667
Cube Escape: The Lake,15 Mins,0.25
Cube Escape: The Mill,36 Mins,0.6
The Lost Cube,--,
Cube - The Jumper,15 Mins,0.25
Throw Cubes into Brick Towers To Collapse Them,15 Mins,0.25
GooCubelets: The Algoorithm,--,
The Cube - What's Inside?,--,
Bob The Cube,2 Hours,2.0
Darconika: The Cube of Soul,--,
"You, Me, and the Cubes",--,
Kitrinos: Inside the Cube,--,
Mind Cubes,--,
Break the Cube,--,
Curiosity - What's Inside the Cube?,20 Hours,20.0
Puzzle Star Sweep,--,
Atlantic Quest Solitaire,--,
Atlantic Quest 2: New Adventure,--,
Puzzle Guzzle,--,
Tiny Toon Adventures: Wacky Stackers,3 Hours,3.0
Bomberman 2,1.5 Hours,1.5
Bejeweled Blitz,--,
Bejeweled Blitz LIVE,--,
Neves,30 Hours,30.0
Peggle Nights,3.5 Hours,3.5
Cube,--,
Cube (Freeware),--,
Cubetractor,4.5 Hours,4.5
Cubemen,7.5 Hours,7.5
Cube Runner,1.5 Hours,1.5
Cube World,12.5 Hours,12.5
Cube Link,1.5 Hours,1.5
Cube Escape Collection,7 Hours,7.0
Sugar Cube: Bittersweet Factory,2 Hours,2.0
So Many Cubes,--,
Cubemen 2,4.5 Hours,4.5
Grey Cubes,2.5 Hours,2.5
Cube Escape: Birthday,40 Mins,0.6666666666666666
Cybercube,3 Hours,3.0
Cube Destroyer,--,
Hands On! Tangrams,--,
Chameleon: To Dye For!,--,
Best of Tests DS,--,
Jewel Quest II,4 Hours,4.0
Smiley World: Island Challenge,--,
Dark Parables: The Exiled Prince,4 Hours,4.0
Tringo,15 Mins,0.25
Monster Bomber,--,
Crossroad Crisis,--,
Zuma's Revenge!,5 Hours,5.0
Zuma's Revenge! - Adventure,13.5 Hours,13.5
Rain Drops,--,
Capcom Puzzle World,--,
Monster Frenzy,--,
Tetris Ultimate,1.5 Hours,1.5
Magic matchstick,--,
Dr. Sudoku,7 Hours,7.0
bit Generations: Dialhex,--,
Theta,--,
Roogoo,2.5 Hours,2.5
Eggomania,--,
The Sun Crossword Challenge,--,
Boulder Dash EX,5 Hours,5.0
Toki Tori 2+,9 Hours,9.0
Grim Legends: The Forsaken Bride,4.5 Hours,4.5
Mystery P.I.: The Lottery Ticket,8 Hours,8.0
Youda Farmer,2.5 Hours,2.5
Call of Atlantis,--,
Chronicles of Mystery: The Tree of Life,7 Hours,7.0
The Great Unknown: Houdini's Castle,4.5 Hours,4.5
Pic Pic,--,
Ultimate Epic Battle Simulator,46 Mins,0.7666666666666667
The Dark Pictures: House of Ashes,6 Hours,6.0
The Dark Pictures: Man of Medan,4 Hours,4.0
Raji: An Ancient Epic,4.5 Hours,4.5
UnEpic,18 Hours,18.0
Paratopic,45 Mins,0.75
Two Worlds: Epic Edition,21.5 Hours,21.5
"Penny Arcade Adventures: Precipice of Darkness, Episode Two",6.5 Hours,6.5
9 Clues 2: The Ward,3 Hours,3.0
Unsolved Mystery Club: Ancient Astronauts,--,
Amazing Adventures: The Lost Tomb,8.5 Hours,8.5
Echoshift,--,
Top Trumps: Dogs & Dinosaurs,--,
The Clockwork Man,3 Hours,3.0
Bliss Island,--,
Mario Kart Wii,5.5 Hours,5.5
Mario Kart DS,4.5 Hours,4.5
Mario Kart 7,8 Hours,8.0
Gran Turismo 3: A-Spec,36.5 Hours,36.5
Gran Turismo 4,77.5 Hours,77.5
Gran Turismo 4 Prologue,8.5 Hours,8.5
Gran Turismo,29 Hours,29.0
Gran Turismo (PSP),13 Hours,13.0
Gran Turismo Sport,22 Hours,22.0
Gran Turismo 7,--,
Gran Turismo 2,29.5 Hours,29.5
Gran Turismo 5,46.5 Hours,46.5
Gran Turismo 6,45 Hours,45.0
Gran Turismo 5 Prologue,11.5 Hours,11.5
Gran Turismo Concept 2002 Tokyo-Geneva,4 Hours,4.0
Gran Turismo HD Concept,3 Hours,3.0
Mario Kart 64,5 Hours,5.0
Super Mario Kart,2.5 Hours,2.5
Mario Kart: Super Circuit,4 Hours,4.0
Mario Kart 8,5.5 Hours,5.5
Mario Kart 8 - The Legend of Zelda DLC,36 Mins,0.6
Mario Kart 8 - Animal Crossing DLC,36 Mins,0.6
Need for Speed: Underground 2,20 Hours,20.0
Need for Speed: Underground,13.5 Hours,13.5
Need for Speed: Underground Rivals,12 Hours,12.0
Mario Kart: Double Dash!!,6 Hours,6.0
Forza Motorsport 3,35.5 Hours,35.5
Diddy Kong Racing,13 Hours,13.0
Diddy Kong Racing DS,7.5 Hours,7.5
Crash Team Racing,6 Hours,6.0
Crash Team Racing Nitro-Fueled,5 Hours,5.0
Crash Tag Team Racing,8 Hours,8.0
Forza Motorsport 4,29.5 Hours,29.5
Need for Speed: Most Wanted,20.5 Hours,20.5
Need for Speed: Most Wanted 5-1-0,12 Hours,12.0
Excitebike,51 Mins,0.85
Excitebike 64,2 Hours,2.0
Excitebike: World Rally,58 Mins,0.9666666666666667
Forza Motorsport 2,49.5 Hours,49.5
Forza Horizon 3,17 Hours,17.0
Forza Horizon 3: Hot Wheels,4 Hours,4.0
Forza Horizon 3: Blizzard Mountain,5 Hours,5.0
MotorStorm,14.5 Hours,14.5
MotorStorm: RC,6.5 Hours,6.5
MotorStorm: Arctic Edge,15.5 Hours,15.5
MotorStorm: Pacific Rift,22 Hours,22.0
Midnight Club 3: DUB Edition,20 Hours,20.0
Midnight Club 3: DUB Edition Remix,20.5 Hours,20.5
F-1 Race,3.5 Hours,3.5
Need for Speed III: Hot Pursuit,11.5 Hours,11.5
Star Wars Episode I: Racer,5.5 Hours,5.5
Wave Race 64,6 Hours,6.0
Colin McRae Rally,10 Hours,10.0
Colin McRae Rally 3,8 Hours,8.0
Colin McRae Rally 2.0,7 Hours,7.0
Dirt Rally 2.0 - Colin McRae: FLAT OUT Pack,15 Hours,15.0
F-Zero,2.5 Hours,2.5
F-Zero GX,10 Hours,10.0
F-Zero X,6 Hours,6.0
F-Zero: Maximum Velocity,3 Hours,3.0
F-Zero Climax,1.5 Hours,1.5
F-Zero: GP Legend,5.5 Hours,5.5
F-Zero X: Expansion Kit,--,
F-Zero: Nebula Highway,2 Hours,2.0
BS F-Zero Grand Prix 2,1 Hours,1.0
F-Zero AX,--,
Need for Speed: Hot Pursuit,14 Hours,14.0
Need for Speed: Hot Pursuit - Remastered,16 Hours,16.0
Need for Speed: Hot Pursuit 2,11 Hours,11.0
Burnout 3: Takedown,14 Hours,14.0
Need for Speed: Shift,12.5 Hours,12.5
Shift 2: Unleashed,20 Hours,20.0
Midnight Club: Street Racing,8 Hours,8.0
Crazy Taxi,3 Hours,3.0
Crazy Taxi 2,4 Hours,4.0
Crazy Taxi 3: High Roller,3.5 Hours,3.5
Crazy Taxi: Fare Wars,15 Mins,0.25
Crazy Taxi: Catch a Ride,--,
Crazy Taxi City Rush,--,
Midnight Club: Los Angeles,22 Hours,22.0
Pure,9 Hours,9.0
Pure Farming 2018,18 Hours,18.0
Pure Pool,--,
pureya,7 Hours,7.0
Wipeout Pure,7.5 Hours,7.5
Pure Chess,--,
Innocent Life: A Futuristic Harvest Moon,35 Hours,35.0
Pure Rock Crawling,3.5 Hours,3.5
Pure Football,3 Hours,3.0
Pure Hold'em,--,
Sudoku Relax,--,
Maitetsu: Pure Station,--,
PureSkate,--,
As Long As We're Together: Magical Girls Sweet & Pure,15 Mins,0.25
Pure Mind,--,
Ore no Kanojo no Uraomote: Pure Sweet Heart,--,
Loca-Love: My Pure Priestess,--,
ATV Offroad Fury,4 Hours,4.0
ATV Offroad Fury: Blazin' Trails,--,
ATV Offroad Fury 4,6.5 Hours,6.5
ATV Offroad Fury 3,11.5 Hours,11.5
ATV Offroad Fury 2,11.5 Hours,11.5
ATV Offroad Fury Pro,--,
Need for Speed: ProStreet,10.5 Hours,10.5
Forza Motorsport 5,50 Hours,50.0
Driveclub,23 Hours,23.0
Driveclub: PlayStation Plus Edition,4 Hours,4.0
Driveclub Bikes,12 Hours,12.0
DriveClub VR,2 Hours,2.0
Need for Speed: High Stakes,19.5 Hours,19.5
Need for Speed: Payback,18.5 Hours,18.5
Need for Speed: Rivals,13.5 Hours,13.5
Project Gotham Racing,7 Hours,7.0
Project Gotham Racing 3,8.5 Hours,8.5
Project Gotham Racing 4,14 Hours,14.0
Project Gotham Racing 2,15 Hours,15.0
R.C. Pro-Am,1.5 Hours,1.5
R.C. Pro-Am II,59 Mins,0.9833333333333333
Super R.C. Pro-Am,1 Hours,1.0
R4: Ridge Racer Type 4,2 Hours,2.0
Need for Speed: Undercover,11 Hours,11.0
Forza Motorsport 6,25 Hours,25.0
Forza Motorsport 6: Apex,3.5 Hours,3.5
Forza Motorsport 6 - Porsche Expansion,--,
Need for Speed: The Run,4 Hours,4.0
Rad Racer,2 Hours,2.0
3-D Ultra Radio Control Racers,--,
Rad Racer II,1 Hours,1.0
Radio Control Racers Deluxe: Traxxas Edition,--,
Crash Nitro Kart,6.5 Hours,6.5
Forza Horizon,16 Hours,16.0
Forza Horizon 5,19.5 Hours,19.5
Forza Horizon 4,13.5 Hours,13.5
Forza Horizon 2,18 Hours,18.0
Forza Horizon 4: LEGO Speed Champions,8 Hours,8.0
Forza Horizon 2 Presents Fast & Furious,2.5 Hours,2.5
Forza Horizon 4: Fortune Island,7 Hours,7.0
Forza Horizon 2: Storm Island,4 Hours,4.0
Forza Horizon: Rally,4.5 Hours,4.5
Jet Moto 2,6 Hours,6.0
MX Unleashed,4 Hours,4.0
MX vs. ATV Unleashed,8 Hours,8.0
MX Nitro: Unleashed,6 Hours,6.0
Jet Moto,6.5 Hours,6.5
Jet Moto 3,15 Hours,15.0
The Crew,19 Hours,19.0
The Crew 2,19 Hours,19.0
The Crew: Wild Run,2 Hours,2.0
Midnight Club II,12.5 Hours,12.5
Cruis'n USA,1.5 Hours,1.5
Spy Hunter,35 Mins,0.5833333333333334
Spy Hunter: Nowhere to Run,9 Hours,9.0
Spy Hunter 2,--,
Spy Hunter II,--,
Super Spy Hunter,3 Hours,3.0
Need for Speed: Carbon,12 Hours,12.0
Need for Speed: Carbon - Own the City,9 Hours,9.0
Sled Storm,4 Hours,4.0
F-1 World Grand Prix,5 Hours,5.0
F-1 World Grand Prix 2,--,
NASCAR 2000,20 Hours,20.0
Smuggler's Run,2.5 Hours,2.5
Smuggler's Run 2,--,
Stuntman,9.5 Hours,9.5
Stuntman: Ignition,5.5 Hours,5.5
The Ultimate Stuntman,--,
StuntMANIA Reloaded,6 Hours,6.0
NASCAR 98,2 Hours,2.0
F1 Race,20 Mins,0.3333333333333333
F1 Race Stars,12.5 Hours,12.5
F1 ROC: Race of Champions,2 Hours,2.0
NASCAR 99,20 Hours,20.0
Forza Motorsport 7,28 Hours,28.0
Sonic Rivals 2,5 Hours,5.0
Tokyo Xtreme Racer: Zero,43.5 Hours,43.5
Sonic & Sega All-Stars Racing,5 Hours,5.0
Sonic Rivals,5 Hours,5.0
Kinect Joy Ride,--,
Ridge Racer,1 Hours,1.0
Ridge Racer (PSP),8.5 Hours,8.5
Ridge Racer: Unbounded,8 Hours,8.0
Ridge Racer 7,10 Hours,10.0
Ridge Racer 3D,14 Hours,14.0
Ridge Racer 6,9 Hours,9.0
Ridge Racer V,3.5 Hours,3.5
Ridge Racer 64,--,
Ridge Racer 2,11 Hours,11.0
Ridge Racer DS,2.5 Hours,2.5
Ridge Racer Revolution,2.5 Hours,2.5
Ridge Racer Driftopia,--,
NASCAR 2005: Chase for the Cup,42 Hours,42.0
Test Drive,--,
Test Drive Unlimited 2,28.5 Hours,28.5
Test Drive Unlimited,27 Hours,27.0
Test Drive Unlimited Solar Crown,--,
Test Drive: Ferrari Racing Legends,25.5 Hours,25.5
Test Drive: Off-Road Wide Open,--,
Test Drive III: The Passion,--,
Test Drive 6,7 Hours,7.0
Test Drive 5,10 Hours,10.0
Test Drive: Eve of Destruction,14 Hours,14.0
Test Drive 4,5 Hours,5.0
V-Rally 2,4.5 Hours,4.5
Test Drive Off-Road,--,
Test Drive 4X4,--,
Test Drive: Off-Road 3,5.5 Hours,5.5
Test Drive Le Mans,--,
The Duel: Test Drive II,36 Mins,0.6
Test Drive 2001,--,
F1 2010,31 Hours,31.0
Corvette,6.5 Hours,6.5
Alex DeMeo's Race America,--,
Evolution GT,--,
TNN Motor Sports Hardcore 4X4,30 Mins,0.5
IHRA Drag Racing 2,--,
Project CARS,33.5 Hours,33.5
Project Cars 2,25.5 Hours,25.5
Project Cars 3,31 Hours,31.0
Project CARS - Pagani Edition,--,
Road Rash,5 Hours,5.0
Road Rash II,7 Hours,7.0
Road Rash 64,4 Hours,4.0
Road Rash 3-D,6.5 Hours,6.5
Road Rash 3: Tour De Force,6 Hours,6.0
Road Rash: Jailbreak,10 Hours,10.0
Cars 2,5 Hours,5.0
Touring Car Challenge,7 Hours,7.0
Super Toy Cars 2,--,
Super Cars II,3.5 Hours,3.5
Nash Racing 2: Muscle Cars,--,
World of Outlaws: Sprint Cars 2002,--,
Vigilante 8,4.5 Hours,4.5
Vigilante 8: 2nd Offense,19 Hours,19.0
Vigilante 8 Arcade,--,
NASCAR Thunder 2003,40 Hours,40.0
Cars,6.5 Hours,6.5
Switchcars,1.5 Hours,1.5
Cars 3: Driven to Win,7 Hours,7.0
Super Toy Cars,2.5 Hours,2.5
Front Mission 5: Scars of the War,36 Hours,36.0
Cars: Mater-National Championship,5 Hours,5.0
Cars: Toon - Mater's Tall Tales,2 Hours,2.0
Cars: Radiator Springs Adventures,2 Hours,2.0
The Night The Carsons Disappeared,--,
CrazyCars3D,--,
Cars: Race-O-Rama,4.5 Hours,4.5
F1 2011,18 Hours,18.0
The Dukes of Hazzard: Racing for Home,--,
Pole Position,27 Mins,0.45
F1 Pole Position 64,--,
F1 Pole Position,12 Hours,12.0
Pole Position 2012,--,
Pole Position II,31 Mins,0.5166666666666667
Rage Racer,9 Hours,9.0
Destruction Derby 2,5 Hours,5.0
NASCAR Thunder 2002,16.5 Hours,16.5
Sega Rally Championship,24 Mins,0.4
ModNation Racers,8.5 Hours,8.5
ModNation Racers (PSP),3 Hours,3.0
ModNation Racers: Road Trip,4.5 Hours,4.5
Supercar Street Challenge,7 Hours,7.0
Sonic Free Riders,8 Hours,8.0
GRID,20 Hours,20.0
Defense Grid: The Awakening,11 Hours,11.0
Grid Autosport,33.5 Hours,33.5
Power Rangers: Battle for the Grid,2.5 Hours,2.5
GRID Legends,--,
GRID - Season 3,--,
GRID - Season 1,--,
VR Battle Grid,--,
Gridworld,--,
Gridberd,1 Hours,1.0
JUMPGRID,1 Hours,1.0
Gridiron Solitaire,--,
Defense Grid: The Awakening - Borderlands DLC,2.5 Hours,2.5
"Grid Legion, Storm",40 Hours,40.0
NASCAR Thunder 2004,--,
Hot Wheels: Turbo Racing,1 Hours,1.0
Freekstyle,8.5 Hours,8.5
Dirt 3,14 Hours,14.0
Dirt 3: Complete Edition,15 Hours,15.0
Dirt Rally 2.0 - Season 3,1 Hours,1.0
Seek and Destroy,3 Hours,3.0
Dirt 5,8 Hours,8.0
Dirt Rally,28 Hours,28.0
Dirt Rally 2.0,11.5 Hours,11.5
Dirt: Showdown,9 Hours,9.0
Dirt 4,29.5 Hours,29.5
Colin McRae: Dirt 2,14 Hours,14.0
Afterfall: InSanity,6.5 Hours,6.5
DiRT,12 Hours,12.0
NASCAR: Dirt to Daytona,29 Hours,29.0
Three Dirty Dwarves,1 Hours,1.0
M.U.D. TV,--,
Dirt Trax FX,2 Hours,2.0
Crusty Demons,--,
Dirty Split,2 Hours,2.0
Gravity Games Bike: Street. Vert. Dirt.,--,
Dirty Harry,--,
Forza Motorsport,66.5 Hours,66.5
ATV: Quad Power Racing,4.5 Hours,4.5
Jeremy McGrath Supercross 98,--,
F1 2012,36.5 Hours,36.5
Ford Racing 2,4.5 Hours,4.5
Road & Track Presents: The Need for Speed,3 Hours,3.0
DiRT 2,14 Hours,14.0
Dirt Rally 2.0 - Season 1,40 Mins,0.6666666666666666
Dirt Rally 2.0 - Season 2,55 Mins,0.9166666666666666
Dirt Rally 2.0 - Season 4,35 Mins,0.5833333333333334
Midnight Club: LA Remix,10 Hours,10.0
Sonic Riders,5.5 Hours,5.5
Sonic Riders: Zero Gravity,2.5 Hours,2.5
Starsky & Hutch,5 Hours,5.0
Tokyo Xtreme Racer 3,--,
MX vs. ATV: Reflex,18 Hours,18.0
Destruction Derby,5 Hours,5.0
Destruction Derby 64,1.5 Hours,1.5
Destruction Derby Raw,8 Hours,8.0
Destruction Derby: Arenas,--,
Monster 4X4: World Circuit,--,
F1 2009,7.5 Hours,7.5
V-Rally,--,
Need for Speed: V-Rally,2 Hours,2.0
Enduro,20 Mins,0.3333333333333333
Enduro Racer,15 Mins,0.25
World Enduro Rally,1 Hours,1.0
Ford Racing,2 Hours,2.0
Ford Racing 3,4.5 Hours,4.5
Ford Street Racing,7 Hours,7.0
Ford Racing: Off Road,--,
Burnout Legends,7.5 Hours,7.5
ATV Quad Power Racing 2,6.5 Hours,6.5
Big Mutha Truckers,4 Hours,4.0
Big Mutha Truckers 2,10 Hours,10.0
Need for Speed: Nitro,7 Hours,7.0
NASCAR 2001,--,
Moto Racer,1 Hours,1.0
Moto Racer 4,7.5 Hours,7.5
Moto Racer World Tour,--,
Moto Racer 3,3.5 Hours,3.5
Moto Racer 2,4 Hours,4.0
Moto Racer DS,--,
Moto Racer Advance,--,
Motocross Racer,--,
Moto Racer: 15th Anniversary,55 Mins,0.9166666666666666
Motocross Mania,3 Hours,3.0
Motocross Mania 3,--,
Motocross Maniacs Advance,1 Hours,1.0
Motocross Maniacs 2,--,
Motocross Maniacs,1 Hours,1.0
F1 2016,20 Hours,20.0
Andretti Racing,--,
Need for Speed: Porsche Unleashed,21 Hours,21.0
Pokemon Dash,1.5 Hours,1.5
Formula 1,5 Hours,5.0
Formula 1 97,3 Hours,3.0
Formula 1 98,3.5 Hours,3.5
Formula One 2001,5.5 Hours,5.5
Formula Truck 2013,--,
