Name,Platform,Genre,Global_Sales,game_key,Name_meta,Genre_meta,Score_pro,Score_user,Publisher,Developer,N_pro,N_user,year,Franchise_wikipedia,compound,multiplayer,singleplayer,oem,Global_Sales.log,N_pro.log,N_user.log,PC,nintendo,playstation,xbox,Publisher_top,pub_activision,pub_amc games,pub_capcom,pub_ea games,pub_ea sports,pub_electronic arts,pub_konami,pub_nintendo,pub_scea,pub_sega,pub_thq,pub_ubisoft,Franchise_top,lic_Final Fantasy,lic_Harry Potter,lic_Marvel,lic_NBA,lic_Others,lic_PGA Tour,lic_Prince of Persia,lic_Sonic The Hedgehog,lic_Star Wars,lic_The Sims,lic_Tom Clancy’s,lic_WWE,year.release_2001,year.release_2002,year.release_2003,year.release_2004,year.release_2005,year.release_2006,year.release_2007,year.release_2008,year.release_2009,year.release_2010,year.release_2011,year.release_2012,year.release_2013,year.release_2014,year.release_2015,year.release_2016,year.release_2017,year.release_2018,genre_Action,genre_Action-Adventure,genre_Adventure,genre_Fighting,genre_MMO,genre_Misc,genre_Music,genre_Party,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,genre_Visual+Novel,labels,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7
Dance Dance Revolution Extreme 2,PS2,Simulation,1.14,dance-dance-revolution-extreme-2,Dance Dance Revolution Extreme 2,"Miscellaneous, Rhythm, Dancing",7.6,8.8,konami,Konami Computer Entertainment Hawaii,27,24,2005,BEMANI,0.3219296296296296,1.0,1.0,playstation,13.946539697563276,3.332204510175204,3.2188758248682006,0,0,1,0,konami,0,0,0,0,0,0,1,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MechAssault,XB,Simulation,1.13,mechassault,MechAssault,"Simulation, Sci-Fi, Mech",8.7,8.0,microsoft game studios,Day 1 Studios,32,49,2002,BattleTech,0.3206624999999999,1.0,1.0,xbox,13.937729075643883,3.4965075614664802,3.912023005428146,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1
Farming Simulator 17,PC,Simulation,1.12,farming-simulator-17,Farming Simulator 17,"Simulation, Virtual, Career",6.9,7.5,focus home interactive,Giants Software,12,65,2016,Farming Simulator,0.5045083333333332,0.0,1.0,PC,13.928840136128022,2.5649493574615367,4.189654742026425,1,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0
Farming Simulator 17,PS4,Simulation,0.85,farming-simulator-17,Farming Simulator 17,"Simulation, Virtual, Career",6.9,6.9,focus home interactive,Giants Software,18,35,2016,Farming Simulator,0.1077388888888889,0.0,1.0,playstation,13.652992804936396,2.9444389791664403,3.58351893845611,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Farming Simulator 17,XOne,Simulation,0.33,farming-simulator-17,Farming Simulator 17,"Simulation, Virtual, Career",6.5,7.0,focus home interactive,Giants Software,9,7,2016,Farming Simulator,-0.0061666666666666,0.0,1.0,xbox,12.706850963741102,2.302585092994046,2.0794415416798357,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1
Spore Creatures,DS,Simulation,1.07,spore-creatures,Spore Creatures,"Strategy, Breeding/Constructing, General, Breeding/Constructing",6.5,6.8,ea games,Griptonite Games,20,9,2008,Creatures,0.3521716666666667,1.0,1.0,nintendo,13.883170141017091,3.044522437723423,2.302585092994046,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Spore Creatures,DS,Simulation,1.07,spore-creatures,Spore Creatures,"Strategy, Breeding/Constructing, General, Breeding/Constructing",6.5,6.8,ea games,Griptonite Games,20,9,2008,Creatures,0.3521716666666667,1.0,1.0,nintendo,13.883170141017091,3.044522437723423,2.302585092994046,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Dance Dance Revolution SuperNOVA,PS2,Simulation,1.04,dance-dance-revolution-supernova,Dance Dance Revolution SuperNOVA,"Miscellaneous, Rhythm, Dancing",7.3,7.8,konami,Konami,25,1,2006,BEMANI,0.5718399999999996,1.0,1.0,playstation,13.854732232655556,3.258096538021482,0.6931471805599453,0,0,1,0,konami,0,0,0,0,0,0,1,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Ace Combat 6: Fires of Liberation,X360,Simulation,1.01,ace-combat-6-fires-of-liberation,Ace Combat 6: Fires of Liberation,"Action, Simulation, Flight, Flight, Combat",8.0,8.0,amc games,Project Aces,54,117,2007,Ace Combat,0.3229666666666666,1.0,1.0,xbox,13.825461878915961,4.007333185232471,4.770684624465665,0,0,0,1,amc games,0,1,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
EyePet,PS3,Simulation,1.01,eyepet,EyePet,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",7.0,7.6,scea,SCEE London Studio,35,25,2009,EyePet,0.5396057142857144,0.0,1.0,playstation,13.825461878915961,3.58351893845611,3.258096538021482,0,0,1,0,scea,0,0,0,0,0,0,0,0,1,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0
EyePet,PSP,Simulation,0.28,eyepet,EyePet,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",5.7,5.7,scea,SCEE London Studio,19,0,2010,EyePet,0.1512578947368421,0.0,1.0,playstation,12.54254845357358,2.995732273553991,0.0,0,0,1,0,scea,0,0,0,0,0,0,0,0,1,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
Ace Combat X: Skies of Deception,PSP,Simulation,1.0,ace-combat-x-skies-of-deception,Ace Combat X: Skies of Deception,"Simulation, Flight, Modern Jet, Modern Jet, Combat",7.5,8.4,amc games,Project Aces,26,13,2006,Ace Combat,0.4549899038461537,1.0,1.0,playstation,13.815511557963774,3.295836866004329,2.6390573296152584,0,0,1,0,amc games,0,1,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Tamagotchi Connection: Corner Shop 2,DS,Simulation,0.97,tamagotchi-connection-corner-shop-2,Tamagotchi Connection: Corner Shop 2,"Strategy, Breeding/Constructing, General, Breeding/Constructing",6.6,5.8,amc games,NanaOn-Sha,9,1,2006,Tamagotchi,0.256725,1.0,1.0,nintendo,13.785052381406869,2.302585092994046,0.6931471805599453,0,1,0,0,amc games,0,1,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
PilotWings Resort,3DS,Simulation,0.96,pilotwings-resort,Pilotwings Resort,"Simulation, Flight, Civilian Plane, Civilian Plane, Civilian",7.1,7.1,nintendo,Monster Games Inc.,64,106,2011,Pilotwings,0.4456890624999999,0.0,1.0,nintendo,13.774689605110144,4.174387269895637,4.672828834461906,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
Build-A-Bear Workshop,DS,Simulation,0.93,build-a-bear-workshop,Build-A-Bear Workshop,"Simulation, General, General",6.1,4.7,the game factory,Neko Entertainment,11,6,2007,Build-A-Bear Workshop,0.4091363636363636,0.0,1.0,nintendo,13.742940940397677,2.4849066497880004,1.9459101490553132,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Top Gun: Combat Zones,PS2,Simulation,0.92,top-gun-combat-zones,Top Gun: Combat Zones,"Simulation, Flight, Modern Jet",6.3,3.3,titus software,Titus Software,17,9,2001,Top Gun,0.0617882352941176,0.0,1.0,playstation,13.732130035981154,2.8903717578961645,2.302585092994046,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
Top Gun: Combat Zones,PS2,Simulation,0.92,top-gun-combat-zones,Top Gun: Combat Zones,"Simulation, Flight, Modern Jet",6.3,3.3,titus software,Titus Software,17,9,2001,Top Gun,0.0617882352941176,0.0,1.0,playstation,13.732130035981154,2.8903717578961645,2.302585092994046,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
Top Gun: Combat Zones,GC,Simulation,0.15,top-gun-combat-zones,Top Gun: Combat Zones,"Simulation, Flight, Modern Jet",5.9,6.3,titus software,Titus Software,10,8,2002,Top Gun,0.0069199999999999,0.0,1.0,nintendo,11.918397239722838,2.3978952727983707,2.1972245773362196,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
Top Gun: Combat Zones,GC,Simulation,0.15,top-gun-combat-zones,Top Gun: Combat Zones,"Simulation, Flight, Modern Jet",5.9,6.3,titus software,Titus Software,10,8,2002,Top Gun,0.0069199999999999,0.0,1.0,nintendo,11.918397239722838,2.3978952727983707,2.1972245773362196,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
Crimson Skies: High Road to Revenge,XB,Simulation,0.87,crimson-skies-high-road-to-revenge,Crimson Skies: High Road to Revenge,"Simulation, Flight, WWII",8.8,8.8,microsoft game studios,FASA Studio,49,56,2003,Crimson Skies,0.3877244897959184,1.0,1.0,xbox,13.676249640055394,3.912023005428146,4.04305126783455,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
Cooking Mama: World Kitchen,Wii,Simulation,0.87,cooking-mama-world-kitchen,Cooking Mama: World Kitchen,"Simulation, Miscellaneous, General, General, Virtual, Career",6.2,4.8,majesco games,Cooking Mama Limited,17,7,2008,Cooking Mama,0.1618176470588235,1.0,1.0,nintendo,13.676249640055394,2.8903717578961645,2.0794415416798357,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
Endless Ocean: Blue World,Wii,Simulation,0.87,endless-ocean-blue-world,Endless Ocean: Blue World,"Adventure, General, General, 3D, Third-Person",7.6,8.6,nintendo,Arika,42,35,2010,Endless Ocean,0.4000476190476189,1.0,1.0,nintendo,13.676249640055394,3.7612001156935624,3.58351893845611,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Blazing Angels: Squadrons of WWII,Wii,Simulation,0.84,blazing-angels-squadrons-of-wwii,Blazing Angels: Squadrons of WWII,"Simulation, Flight, WWII, WWII, Combat",5.7,6.8,ubisoft,Ubisoft,11,31,2007,Blazing Angels,0.0924272727272727,1.0,1.0,nintendo,13.641158361294979,2.4849066497880004,3.4657359027997265,0,1,0,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
Blazing Angels: Squadrons of WWII,PS3,Simulation,0.67,blazing-angels-squadrons-of-wwii,Blazing Angels: Squadrons of WWII,"Simulation, Flight, WWII, WWII, Combat",6.7,6.9,ubisoft,Ubisoft,26,4,2006,Blazing Angels,0.3129552884615384,1.0,1.0,playstation,13.415034483903348,3.295836866004329,1.6094379124341003,0,0,1,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Blazing Angels: Squadrons of WWII,X360,Simulation,0.42,blazing-angels-squadrons-of-wwii,Blazing Angels: Squadrons of WWII,"Simulation, Flight, WWII, WWII, Combat",6.6,7.9,ubisoft,Ubisoft,58,35,2006,Blazing Angels,0.1744370689655172,1.0,1.0,xbox,12.948012371209098,4.07753744390572,3.58351893845611,0,0,0,1,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
Blazing Angels: Squadrons of WWII,XB,Simulation,0.08,blazing-angels-squadrons-of-wwii,Blazing Angels: Squadrons of WWII,"Simulation, Flight, WWII",6.9,7.0,ubisoft,Ubisoft Romania,19,2,2006,Blazing Angels,0.4434815789473685,1.0,1.0,xbox,11.289794413577894,2.995732273553991,1.0986122886681098,0,0,0,1,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1
Blazing Angels: Squadrons of WWII,PC,Simulation,0.03,blazing-angels-squadrons-of-wwii,Blazing Angels: Squadrons of WWII,"Simulation, Flight, WWII, WWII, Combat",6.5,4.6,ubisoft,Ubisoft Romania,16,11,2006,Blazing Angels,0.2882125,1.0,1.0,PC,10.308985993422082,2.833213344056216,2.4849066497880004,1,0,0,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0
Style Savvy: Fashion Forward,3DS,Simulation,0.83,style-savvy-fashion-forward,Style Savvy: Fashion Forward,"Simulation, Virtual, Career",7.8,6.9,nintendo,syn Sophia,10,24,2016,Style Savvy,0.44162,0.0,1.0,nintendo,13.629182184591333,2.3978952727983707,3.2188758248682006,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Harvest Moon: Tree of Tranquility,Wii,Simulation,0.82,harvest-moon-tree-of-tranquility,Harvest Moon: Tree of Tranquility,"Strategy, Breeding/Constructing, General, Management, Breeding/Constructing, Business / Tycoon",6.5,8.3,natsume,Marvelous Entertainment,18,13,2008,Harvest Moon,0.2206666666666666,1.0,1.0,nintendo,13.617060838751888,2.9444389791664403,2.6390573296152584,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Star Wars Rogue Squadron III: Rebel Strike,GC,Simulation,0.8,star-wars-rogue-squadron-iii-rebel-strike,Star Wars Rogue Squadron III: Rebel Strike,"Simulation, Sci-Fi, Small Spaceship",7.5,7.6,lucasarts,Factor 5,36,64,2003,Star Wars,0.1465027777777778,1.0,1.0,nintendo,13.592368256649284,3.6109179126442243,4.174387269895637,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Star Wars,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Sims 2: Pets,PSP,Simulation,0.8,the-sims-2-pets,The Sims 2: Pets,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",5.7,7.4,ea games,Maxis,9,2,2006,The Sims,0.0450305555555555,0.0,1.0,playstation,13.592368256649284,2.302585092994046,1.0986122886681098,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
The Sims 2: Pets,PSP,Simulation,0.8,the-sims-2-pets,The Sims 2: Pets,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",5.7,7.4,ea games,Maxis,9,2,2006,The Sims,0.0450305555555555,0.0,1.0,playstation,13.592368256649284,2.302585092994046,1.0986122886681098,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
The Sims 2: Pets,PSP,Simulation,0.8,the-sims-2-pets,The Sims 2: Pets,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",5.7,7.4,ea games,Maxis,9,2,2006,The Sims,0.0450305555555555,0.0,1.0,playstation,13.592368256649284,2.302585092994046,1.0986122886681098,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
The Sims 2: Pets,Wii,Simulation,0.47,the-sims-2-pets,The Sims 2: Pets,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",6.5,7.0,ea games,Maxis,15,5,2007,The Sims,0.2863266666666666,0.0,1.0,nintendo,13.060490101343552,2.772588722239781,1.791759469228055,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Sims 2: Pets,Wii,Simulation,0.47,the-sims-2-pets,The Sims 2: Pets,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",6.5,7.0,ea games,Maxis,15,5,2007,The Sims,0.2863266666666666,0.0,1.0,nintendo,13.060490101343552,2.772588722239781,1.791759469228055,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Sims 2: Pets,Wii,Simulation,0.47,the-sims-2-pets,The Sims 2: Pets,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",6.5,7.0,ea games,Maxis,15,5,2007,The Sims,0.2863266666666666,0.0,1.0,nintendo,13.060490101343552,2.772588722239781,1.791759469228055,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Sims 2: Pets,PS2,Simulation,0.3,the-sims-2-pets,The Sims 2: Pets,"Miscellaneous, Virtual Life",6.8,7.8,ea games,Maxis,27,8,2006,The Sims,0.4817370370370367,0.0,1.0,playstation,12.611541086966115,3.332204510175204,2.1972245773362196,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Sims 2: Pets,PS2,Simulation,0.3,the-sims-2-pets,The Sims 2: Pets,"Miscellaneous, Virtual Life",6.8,7.8,ea games,Maxis,27,8,2006,The Sims,0.4817370370370367,0.0,1.0,playstation,12.611541086966115,3.332204510175204,2.1972245773362196,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Sims 2: Pets,PS2,Simulation,0.3,the-sims-2-pets,The Sims 2: Pets,"Miscellaneous, Virtual Life",6.8,7.8,ea games,Maxis,27,8,2006,The Sims,0.4817370370370367,0.0,1.0,playstation,12.611541086966115,3.332204510175204,2.1972245773362196,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Sims 2: Pets,GC,Simulation,0.27,the-sims-2-pets,The Sims 2: Pets,"Miscellaneous, Virtual Life",6.6,7.3,ea games,Maxis,15,3,2006,The Sims,0.3447083333333334,0.0,1.0,nintendo,12.506180941677357,2.772588722239781,1.3862943611198906,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Sims 2: Pets,GC,Simulation,0.27,the-sims-2-pets,The Sims 2: Pets,"Miscellaneous, Virtual Life",6.6,7.3,ea games,Maxis,15,3,2006,The Sims,0.3447083333333334,0.0,1.0,nintendo,12.506180941677357,2.772588722239781,1.3862943611198906,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Sims 2: Pets,GC,Simulation,0.27,the-sims-2-pets,The Sims 2: Pets,"Miscellaneous, Virtual Life",6.6,7.3,ea games,Maxis,15,3,2006,The Sims,0.3447083333333334,0.0,1.0,nintendo,12.506180941677357,2.772588722239781,1.3862943611198906,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Sims 2: Pets,PC,Simulation,0.04,the-sims-2-pets,The Sims 2: Pets,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",7.6,7.7,ea games,Maxis,23,9,2006,The Sims,0.427166304347826,0.0,1.0,PC,10.596659732783579,3.1780538303479458,2.302585092994046,1,0,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,The Sims,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0
